"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 20/04/2013,        16.2,      1,        13.6,      1,        78.7,    145,          45,    145,         3.4,    145,      1004.6,    145,      3899.9,    145
00:00:00 21/04/2013,        12.0,      1,        12.8,      1,        86.2,    145,          58,    145,         2.8,    145,      1004.5,    145,      5701.0,    145
00:00:00 22/04/2013,         2.0,      1,        11.8,      1,        91.3,    145,         144,    145,         2.9,    145,      1002.3,    145,      5617.2,    145
00:00:00 23/04/2013,         0.4,      1,        13.3,      1,        83.7,    145,         122,    145,         2.4,    145,      1010.5,    145,     14409.8,    145
00:00:00 24/04/2013,         0.0,      1,        15.0,      1,        64.1,    145,         127,    145,         4.1,    145,      1016.7,    145,     25701.0,    145
00:00:00 25/04/2013,         0.0,      1,        17.1,      1,        57.6,    145,         111,    145,         5.1,    145,      1013.5,    145,     24714.8,    145
00:00:00 26/04/2013,         0.2,      1,        16.7,      1,        68.6,    145,         121,    145,         2.7,    145,      1005.2,    145,      8482.7,    145
00:00:00 27/04/2013,        26.2,      1,        13.7,      1,        96.2,    145,          90,    145,         1.4,    145,       995.9,    145,      2328.1,    145
00:00:00 28/04/2013,         3.4,      1,        16.5,      1,        79.0,    145,         121,    145,         2.4,    145,      1000.8,    145,     15497.6,    145
00:00:00 29/04/2013,        15.8,      1,        16.5,      1,        87.8,    145,         111,    145,         2.3,    145,      1007.1,    145,      7655.2,    145
00:00:00 30/04/2013,         1.8,      1,        17.3,      1,        86.1,    145,          74,      1,         3.0,    145,      1007.6,    145,      6104.3,    145
00:00:00 01/05/2013,         0.0,      1,        19.4,      1,        69.9,    145,          57,    145,         3.4,    145,      1006.8,    145,     16959.1,    145
00:00:00 02/05/2013,         0.2,      1,        18.8,      1,        72.4,    145,         124,    145,         5.1,    145,      1002.9,    145,     16220.4,    145
00:00:00 03/05/2013,         1.0,      1,        17.7,      1,        69.7,    145,          98,    145,         4.2,    145,      1001.4,    145,     23910.2,    145
00:00:00 04/05/2013,         0.0,      1,        17.8,      1,        65.3,    145,          81,    145,         4.6,    145,      1003.5,    145,     25911.2,    145
00:00:00 05/05/2013,        11.8,      1,        17.7,      1,        63.0,    145,          64,    145,         5.1,    145,      1006.0,    145,     15519.0,    145
00:00:00 06/05/2013,         2.8,      1,        15.5,      1,        90.1,    145,          13,    145,         1.8,    145,      1004.1,    145,     14479.6,    145
00:00:00 07/05/2013,         6.6,      1,        16.9,      1,        84.6,    145,          48,    145,         2.2,    145,      1002.2,    145,     10850.6,    145
00:00:00 08/05/2013,         0.0,      1,        18.0,      1,        73.0,    145,          88,    145,         4.4,    145,      1003.1,    145,     26236.2,    145
00:00:00 09/05/2013,         0.0,      1,        19.7,      1,        61.4,    145,          93,    145,         4.0,    145,      1003.2,    145,     25645.1,    145
00:00:00 10/05/2013,         9.2,      1,        16.6,      1,        88.9,    145,          45,    145,         2.0,    145,      1000.7,    145,      2670.6,    145
00:00:00 11/05/2013,         3.8,      1,        16.7,      1,        70.7,    145,          46,    145,         3.1,    145,       999.2,    145,     19727.2,    145
00:00:00 12/05/2013,         0.0,      1,        16.3,      1,        52.2,    145,          79,    145,         4.1,    145,      1000.2,    145,     22232.2,    145
00:00:00 13/05/2013,         0.0,      1,        16.2,      1,        44.6,    145,          88,    145,         4.1,    145,      1004.1,    145,     28886.1,    145
00:00:00 14/05/2013,         0.0,      1,        17.3,      1,        57.0,    145,         145,    145,         4.4,    145,      1001.5,    145,     25408.3,    145
00:00:00 15/05/2013,         1.2,      1,        17.2,      1,        65.8,    145,          95,    145,         4.1,    145,       996.4,    145,     18642.8,    145
00:00:00 16/05/2013,        63.0,      1,        13.1,      1,        94.6,    145,          43,    145,         3.3,    145,       991.0,    145,      1038.2,    145
00:00:00 17/05/2013,        19.4,      1,        13.8,      1,        88.0,    145,          54,    145,         3.4,    145,       991.8,    145,      7317.2,    145
00:00:00 18/05/2013,         0.4,      1,        14.5,      1,        72.3,    145,          84,    145,         2.7,    145,      1001.9,    145,     21158.7,    145
00:00:00 19/05/2013,        14.6,      1,        14.0,      1,        82.2,    145,          97,    145,         3.1,    145,       999.9,    145,     14623.4,    145
00:00:00 20/05/2013,         0.6,      1,        14.1,      1,        76.1,    145,          94,    145,         2.1,    145,      1003.1,    145,     19131.8,    145
00:00:00 21/05/2013,         0.2,      1,        14.8,      1,        65.9,    145,         172,    145,         3.8,    145,      1001.6,    145,     26619.6,    145
00:00:00 22/05/2013,         0.2,      1,        15.6,      1,        70.0,    145,          91,    145,         3.3,    145,       995.1,    145,     25154.3,    145
00:00:00 23/05/2013,        13.8,      1,        16.3,      1,        60.4,    145,          75,    145,         4.0,    145,       990.8,    145,     20231.0,    145
00:00:00 24/05/2013,        10.6,      1,         9.6,      1,        84.4,    145,          55,    145,         3.8,    145,       993.3,    145,      4690.7,    145
00:00:00 25/05/2013,         1.0,      1,        10.8,      1,        77.2,    145,          74,    145,         3.4,    145,       995.7,    145,     15749.8,    145
00:00:00 26/05/2013,         0.0,      1,        13.5,      1,        63.1,    145,         123,    145,         4.4,    145,       997.9,    145,     25147.7,    145
00:00:00 27/05/2013,         0.0,      1,        16.3,      1,        55.2,    145,         158,    145,         4.7,    145,       998.2,    145,     25145.7,    145
00:00:00 28/05/2013,         0.8,      1,        16.1,      1,        70.0,    145,         152,    145,         2.3,    145,       995.6,    145,     16283.1,    145
00:00:00 29/05/2013,        12.8,      1,        14.2,      1,        85.0,    145,          54,    145,         1.8,    145,       990.8,    145,     15776.0,    145
00:00:00 30/05/2013,         0.0,      1,        13.9,      1,        72.4,    145,         152,    145,         3.7,    145,       991.2,    145,     13637.2,    145
00:00:00 31/05/2013,         0.0,      1,        14.2,      1,        80.5,    145,         138,    145,         2.4,    145,       989.3,    145,     14540.4,    145
00:00:00 01/06/2013,         0.0,      1,        16.2,      1,        70.9,    145,         112,    145,         4.6,    145,       993.8,    145,     17792.2,    145
00:00:00 02/06/2013,         0.0,      1,        18.5,      1,        57.1,    145,          48,    145,         3.5,    145,       997.4,    145,     12887.5,    145
00:00:00 03/06/2013,         0.0,      1,        18.8,      1,        50.2,    145,         101,    145,         4.8,    145,      1002.8,    145,     27377.2,    145
00:00:00 04/06/2013,         0.2,      1,        20.0,      1,        54.4,    145,         114,    145,         4.0,    145,      1002.2,    145,     28242.7,    145
00:00:00 05/06/2013,         0.4,      1,        19.6,      1,        70.2,    145,         138,    145,         4.2,    145,      1004.0,    145,     24866.1,    145
00:00:00 06/06/2013,         6.4,      1,        19.4,      1,        72.8,    145,         105,    145,         4.5,    145,      1006.1,    145,     29523.5,    145
00:00:00 07/06/2013,         0.0,      1,        20.3,      1,        64.7,    145,          75,    145,         3.3,    145,      1005.7,    145,     21822.4,    145
00:00:00 08/06/2013,         0.0,      1,        21.6,      1,        60.9,    145,          96,    145,         3.5,    145,      1003.1,    145,     22655.1,    145
00:00:00 09/06/2013,        11.6,      1,        18.3,      1,        78.6,    145,          64,    145,         2.8,    145,      1000.2,    145,      8295.8,    145
00:00:00 10/06/2013,         0.2,      1,        17.6,      1,        75.7,    145,          78,    145,         2.1,    145,       998.2,    145,     21022.6,    145
00:00:00 11/06/2013,         0.0,      1,        19.8,      1,        59.9,    145,          74,    145,         4.1,    145,      1000.7,    145,     22797.2,    145
00:00:00 12/06/2013,         0.0,      1,        21.5,      1,        53.2,    145,          73,    145,         3.7,    145,      1005.3,    145,     28734.1,    145
00:00:00 13/06/2013,         0.0,      1,        22.3,      1,        49.1,    145,         126,    145,         4.4,    145,      1006.8,    145,     28868.3,    145
00:00:00 14/06/2013,         0.0,      1,        23.5,      1,        55.0,    145,         116,    145,         3.3,    145,      1004.0,    145,     25880.7,    145
00:00:00 15/06/2013,         0.0,      1,        24.6,      1,        54.4,    145,         109,    145,         3.9,    145,      1003.3,    145,     25728.4,    145
00:00:00 16/06/2013,         0.0,      1,        24.7,      1,        61.9,    145,         126,    145,         3.7,    145,      1004.3,    145,     26185.5,    145
00:00:00 17/06/2013,         0.0,      1,        26.4,      1,        59.5,    145,         101,    145,         3.7,    145,      1004.8,    145,     27038.7,    145
00:00:00 18/06/2013,         0.0,      1,        27.1,      1,        60.2,    145,          55,    145,         3.1,    145,      1004.5,    145,     22676.1,    145
00:00:00 19/06/2013,         0.0,      1,        28.0,      1,        60.2,    145,         106,    145,         3.7,    145,      1004.2,    145,     26097.6,    145
00:00:00 20/06/2013,        22.6,      1,        26.0,      1,        68.6,    145,          64,    145,         2.9,    145,      1002.7,    145,     22126.6,    145
00:00:00 21/06/2013,         0.0,      1,        24.3,      1,        58.6,    145,         142,    145,         3.9,    145,      1002.6,    145,     28613.8,    145
00:00:00 22/06/2013,         0.0,      1,        23.6,      1,        55.7,    145,         107,    145,         3.7,    145,      1002.6,    145,     21743.2,    145
00:00:00 23/06/2013,         0.2,      1,        24.1,      1,        54.7,    145,         130,    145,         5.3,    145,      1000.5,    145,     25295.9,    145
00:00:00 24/06/2013,         5.0,      1,        17.4,      1,        57.6,    145,          47,    145,         3.1,    145,      1002.7,    145,      9460.4,    145
00:00:00 25/06/2013,         0.0,      1,        20.8,      1,        41.2,    145,          39,    145,         2.7,    145,      1004.8,    145,     21003.9,    145
00:00:00 26/06/2013,         0.4,      1,        19.4,      1,        48.7,    145,         101,    145,         4.4,    145,      1008.8,    145,     25150.6,    145
00:00:00 27/06/2013,        26.2,      1,        17.1,      1,        60.7,    145,          93,    145,         3.8,    145,      1009.7,    145,     17177.6,    145
00:00:00 28/06/2013,         6.4,      1,        15.7,      1,        70.5,    145,          39,    145,         3.2,    145,      1008.2,    145,     15673.6,    145
00:00:00 29/06/2013,         0.0,      1,        17.7,      1,        59.6,    145,          57,    145,         3.2,    145,      1006.9,    145,     17241.8,    145
00:00:00 30/06/2013,         0.0,      1,        21.0,      1,        48.9,    145,          74,    145,         4.8,    145,      1006.3,    145,     26421.1,    145
00:00:00 01/07/2013,         0.0,      1,        21.6,      1,        54.3,    145,         130,    145,         3.8,    145,      1006.6,    145,     26037.4,    145
00:00:00 02/07/2013,         0.0,      1,        22.6,      1,        58.3,    145,          94,    145,         3.5,    145,      1005.8,    145,     22756.8,    145
00:00:00 03/07/2013,         8.2,      1,        22.0,      1,        68.4,    145,         101,    145,         3.2,    145,      1003.2,    145,     18270.0,    145
00:00:00 04/07/2013,         0.2,      1,        24.1,      1,        54.1,    145,          73,    145,         4.5,    145,      1005.4,    145,     27860.5,    145
00:00:00 05/07/2013,         0.0,      1,        25.8,      1,        50.5,    145,          92,    145,         4.6,    145,      1009.5,    145,     28190.1,    145
00:00:00 06/07/2013,         0.0,      1,        25.4,      1,        57.1,    145,         149,    145,         3.6,    145,      1010.4,    145,     26570.9,    145
00:00:00 07/07/2013,         0.0,      1,        24.5,      1,        60.7,    145,          74,    145,         3.8,    145,      1011.2,    145,     17340.2,    145
00:00:00 08/07/2013,         0.0,      1,        24.9,      1,        59.4,    145,          77,    145,         3.6,    145,      1011.0,    145,     25068.3,    145
00:00:00 09/07/2013,         0.0,      1,        25.4,      1,        56.0,    145,          77,    145,         4.2,    145,      1007.8,    145,     26703.8,    145
00:00:00 10/07/2013,        17.8,      1,        24.1,      1,        66.5,    145,          53,    145,         2.9,    145,      1002.9,    145,     15530.8,    145
00:00:00 11/07/2013,         1.4,      1,        24.7,      1,        61.8,    145,          97,    145,         5.0,    145,       999.7,    145,     26461.7,    145
00:00:00 12/07/2013,        18.2,      1,        22.8,      1,        73.2,    145,         150,    145,         3.8,    145,      1003.8,    145,     25980.2,    145
00:00:00 13/07/2013,         0.4,      1,        23.7,      1,        74.2,    145,         135,    145,         3.0,    145,      1004.4,    145,     19053.7,    145
00:00:00 14/07/2013,         0.0,      1,        24.0,      1,        59.8,    145,         118,    145,         4.3,    145,      1006.0,    145,     27389.0,    145
00:00:00 15/07/2013,         0.0,      1,        25.1,      1,        61.0,    145,         104,    145,         3.8,    145,      1005.9,    145,     24822.7,    145
00:00:00 16/07/2013,         0.0,      1,        25.5,      1,        61.9,    145,         156,    145,         5.2,    145,      1007.9,    145,     25862.1,    145
00:00:00 17/07/2013,         0.0,      1,        25.1,      1,        62.5,    145,         188,    145,         4.1,    145,      1008.3,    145,     20845.4,    145
00:00:00 18/07/2013,         0.0,      1,        25.2,      1,        59.8,    145,          84,    145,         4.2,    145,      1007.4,    145,     21968.4,    145
00:00:00 19/07/2013,         3.6,      1,        25.0,      1,        56.1,    145,          89,    145,         5.5,    145,      1006.0,    145,     27596.6,    145
00:00:00 20/07/2013,         0.2,      1,        25.0,      1,        54.3,    145,          81,    145,         5.2,    145,      1004.6,    145,     26663.8,    145
00:00:00 21/07/2013,         0.0,      1,        25.8,      1,        54.9,    145,         100,    145,         5.0,    145,      1005.7,    145,     23588.8,    145
00:00:00 22/07/2013,        16.0,      1,        26.0,      1,        59.2,    145,         124,    145,         4.8,    145,      1004.8,    145,     25702.1,    145
00:00:00 23/07/2013,         0.0,      1,        25.2,      1,        59.2,    145,          75,    145,         4.9,    145,      1002.5,    145,     22775.9,    145
00:00:00 24/07/2013,         0.0,      1,        26.1,      1,        54.4,    145,          81,    145,         4.2,    145,      1002.8,    145,     19068.4,    145
00:00:00 25/07/2013,         0.0,      1,        25.8,      1,        56.9,    145,          78,    145,         5.3,    145,      1004.5,    145,     27118.2,    145
00:00:00 26/07/2013,         0.2,      1,        27.5,      1,        58.1,    145,          91,    145,         3.8,    145,      1003.9,    145,     22790.9,    145
00:00:00 27/07/2013,         0.0,      1,        28.3,      1,        55.5,    145,         113,    145,         5.0,    145,      1001.9,    145,     24564.7,    145
00:00:00 28/07/2013,         0.0,      1,        29.3,      1,        49.7,    145,         118,    145,         3.7,    145,      1002.6,    145,     24573.4,    145
00:00:00 29/07/2013,        24.4,      1,        23.3,      1,        69.6,    145,          51,    145,         2.0,    145,      1003.7,    145,      8841.4,    145
00:00:00 30/07/2013,         0.0,      1,        23.8,      1,        50.0,    145,          78,    145,         4.5,    145,      1006.2,    145,     27726.8,    145
00:00:00 31/07/2013,         0.0,      1,        25.2,      1,        47.0,    145,          97,    145,         5.3,    145,      1006.9,    145,     26857.5,    145
00:00:00 01/08/2013,         0.0,      1,        26.5,      1,        51.9,    145,         113,    145,         4.9,    145,      1006.8,    145,     25959.9,    145
00:00:00 02/08/2013,         0.0,      1,        27.5,      1,        51.3,    145,         100,    145,         5.0,    145,      1006.1,    145,     26497.2,    145
00:00:00 03/08/2013,         0.0,      1,        28.7,      1,        43.5,    145,          85,    145,         5.1,    145,      1005.2,    145,     24559.2,    145
00:00:00 04/08/2013,         0.0,      1,        28.9,      1,        46.9,    145,          99,    145,         4.9,    145,      1005.6,    145,     23746.2,    145
00:00:00 05/08/2013,         0.0,      1,        29.2,      1,        46.4,    145,         108,    145,         5.7,    145,      1004.8,    145,     24477.5,    145
00:00:00 06/08/2013,         0.0,      1,        29.4,      1,        47.0,    145,         118,    145,         4.2,    145,      1003.0,    145,     24067.8,    145
00:00:00 07/08/2013,         0.0,      1,        28.3,      1,        48.7,    145,          59,    145,         3.2,    145,      1001.2,    145,     14874.8,    145
00:00:00 08/08/2013,         0.0,      1,        27.0,      1,        48.3,    145,          51,    145,         3.1,    145,      1003.4,    145,      9864.6,    145
00:00:00 09/08/2013,        22.4,      1,        25.7,      1,        51.1,    145,          42,    145,         3.6,    145,      1002.8,    145,     18506.4,    145
00:00:00 10/08/2013,         0.0,      1,        23.8,      1,        47.3,    145,          55,    145,         3.6,    145,      1004.2,    145,     26181.1,    145
00:00:00 11/08/2013,         0.0,      1,        24.6,      1,        47.8,    145,         106,    145,         5.0,    145,      1004.8,    145,     24291.7,    145
00:00:00 12/08/2013,         0.0,      1,        25.4,      1,        52.4,    145,         134,    145,         4.5,    145,      1003.9,    145,     24275.0,    145
00:00:00 13/08/2013,         0.4,      1,        25.4,      1,        55.5,    145,          94,    145,         4.1,    145,      1001.7,    145,     21224.5,    145
00:00:00 14/08/2013,         0.0,      1,        21.5,      1,        71.9,    145,          91,    145,         4.9,    145,      1005.7,    145,     12600.6,    145
00:00:00 15/08/2013,         0.0,      1,        22.4,      1,        63.9,    145,         145,    145,         4.0,    145,      1008.9,    145,     22141.1,    145
00:00:00 16/08/2013,         0.0,      1,        23.4,      1,        54.0,    145,         134,    145,         4.7,    145,      1007.7,    145,     24609.0,    145
00:00:00 17/08/2013,         0.0,      1,        24.3,      1,        52.8,    145,         102,    145,         4.8,    145,      1005.5,    145,     23936.1,    145
00:00:00 18/08/2013,         0.0,      1,        25.6,      1,        45.9,    145,         130,    145,         4.7,    145,      1005.0,    145,     23879.7,    145
00:00:00 19/08/2013,         1.2,      1,        24.5,      1,        52.8,    145,         102,    145,         5.2,    145,      1004.0,    145,     21518.0,    145
00:00:00 20/08/2013,         0.0,      1,        22.7,      1,        49.0,    145,          83,    145,         5.0,    145,      1007.6,    145,     23399.6,    145
00:00:00 21/08/2013,         0.0,      1,        22.9,      1,        39.9,    145,          88,    145,         5.1,    145,      1008.8,    145,     24520.7,    145
00:00:00 22/08/2013,         0.0,      1,        22.9,      1,        53.9,    145,         116,    145,         4.8,    145,      1005.7,    145,     23053.6,    145
00:00:00 23/08/2013,        13.2,      1,        22.1,      1,        64.1,    145,          86,    145,         4.0,    145,      1004.4,    145,     18608.2,    145
00:00:00 24/08/2013,         8.0,      1,        22.1,      1,        67.3,    145,         107,    145,         5.2,    145,      1001.3,    145,     21428.0,    145
00:00:00 25/08/2013,         2.0,      1,        20.7,      1,        70.6,    145,          59,    145,         3.9,    145,       996.8,    145,     16998.6,    145
00:00:00 26/08/2013,         1.4,      1,        20.0,      1,        70.8,    145,          74,    145,         2.0,    145,       999.4,    145,     20326.9,    145
00:00:00 27/08/2013,         9.4,      1,        20.0,      1,        75.2,    145,          65,    145,         3.0,    145,       999.8,    145,     18122.2,    145
00:00:00 28/08/2013,         6.8,      1,        20.5,      1,        69.8,    145,          48,    145,         3.3,    145,      1001.6,    145,     17252.1,    145
00:00:00 29/08/2013,         0.0,      1,        21.6,      1,        55.6,    145,          74,    145,         3.9,    145,      1007.3,    145,     17546.1,    145
00:00:00 30/08/2013,         0.0,      1,        22.2,      1,        59.4,    145,         109,    145,         4.0,    145,      1007.8,    145,     22349.0,    145
00:00:00 31/08/2013,         0.0,      1,        22.6,      1,        59.1,    145,          94,    145,         4.3,    145,      1007.7,    145,     21187.5,    145
00:00:00 01/09/2013,        15.8,      1,        22.5,      1,        62.8,    145,          87,    145,         3.7,    145,      1007.7,    145,     17001.5,    145
00:00:00 02/09/2013,         0.0,      1,        21.3,      1,        67.4,    145,          89,    145,         4.4,    145,      1010.6,    145,     21602.1,    145
00:00:00 03/09/2013,         0.0,      1,        22.5,      1,        55.3,    145,          71,    145,         4.3,    145,      1011.3,    145,     21895.5,    145
00:00:00 04/09/2013,         0.0,      1,        23.4,      1,        62.2,    145,         106,    145,         4.0,    145,      1011.0,    145,     19948.7,    145
00:00:00 05/09/2013,         0.0,      1,        24.4,      1,        66.2,    145,         152,    145,         3.2,    145,      1005.6,    145,     19423.0,    145
00:00:00 06/09/2013,         0.0,      1,        24.6,      1,        68.0,    145,         155,    145,         3.5,    145,      1002.7,    145,     17842.7,    145
00:00:00 07/09/2013,         0.0,      1,        24.7,      1,        61.3,    145,         126,    145,         3.4,    145,      1005.6,    145,     19534.5,    145
00:00:00 08/09/2013,         9.4,      1,        22.3,      1,        74.0,    145,          49,    145,         1.5,    145,      1007.3,    145,      5288.1,    145
00:00:00 09/09/2013,         7.2,      1,        22.3,      1,        74.6,    145,          59,    145,         2.1,    145,      1003.1,    145,     16547.6,    145
00:00:00 10/09/2013,        25.0,      1,        20.2,      1,        76.8,    145,         130,    145,         2.5,    145,      1002.5,    145,     12916.6,    145
00:00:00 11/09/2013,         0.6,      1,        17.5,      1,        68.2,    145,          89,    145,         4.8,    145,      1002.1,    145,     16633.7,    145
00:00:00 12/09/2013,         6.6,      1,        17.0,      1,        74.7,    145,          71,    145,         2.9,    145,      1002.7,    145,     16460.0,    145
00:00:00 13/09/2013,         0.0,      1,        18.4,      1,        60.7,    145,          59,    145,         3.6,    145,      1006.2,    145,     19535.6,    145
00:00:00 14/09/2013,         0.0,      1,        18.5,      1,        54.8,    145,          65,    145,         3.7,    145,      1005.9,    145,     17233.2,    145
00:00:00 15/09/2013,         4.0,      1,        17.5,      1,        81.2,    145,          54,    145,         1.4,    145,      1001.4,    145,      4299.3,    145
00:00:00 16/09/2013,         0.0,      1,        18.9,      1,        74.8,    145,         123,    145,         4.9,    145,       994.1,    145,     14786.1,    145
00:00:00 17/09/2013,         0.0,      1,        18.6,      1,        49.4,    145,          64,    145,         3.6,    145,       991.0,    145,     18201.0,    145
00:00:00 18/09/2013,         0.0,      1,        16.1,      1,        57.7,    145,          80,    145,         4.2,    145,       993.9,    145,     14330.0,    145
00:00:00 19/09/2013,         0.0,      1,        18.5,      1,        65.1,    145,          71,    145,         3.9,    145,       996.3,    145,     18533.5,    145
00:00:00 20/09/2013,         0.0,      1,        19.2,      1,        62.1,    145,          98,    145,         3.3,    145,      1004.0,    145,     16796.5,    145
00:00:00 21/09/2013,         0.0,      1,        19.7,      1,        64.0,    145,          73,    145,         4.6,    145,      1009.6,    145,     17847.4,    145
00:00:00 22/09/2013,         0.0,      1,        19.4,      1,        64.3,    145,          85,    145,         3.8,    145,      1013.1,    145,     15486.2,    145
00:00:00 23/09/2013,         0.0,      1,        19.5,      1,        62.9,    145,          54,    145,         3.2,    145,      1009.1,    145,     17849.0,    145
00:00:00 24/09/2013,         0.0,      1,        20.6,      1,        58.7,    145,          92,    145,         4.7,    145,      1003.9,    145,     17203.4,    145
00:00:00 25/09/2013,         0.0,      1,        20.2,      1,        71.0,    145,         127,    145,         3.7,    145,      1002.5,    145,     14907.9,    145
00:00:00 26/09/2013,         0.0,      1,        20.4,      1,        69.1,    145,          90,    145,         2.9,    145,      1002.4,    145,     14457.2,    145
00:00:00 27/09/2013,         0.0,      1,        20.5,      1,        79.0,    145,          78,    145,         2.0,    145,      1002.6,    145,      7129.7,    145
00:00:00 28/09/2013,         0.0,      1,        21.1,      1,        79.6,    145,          77,    145,         1.7,    145,      1000.9,    145,      7721.2,    145
00:00:00 29/09/2013,         8.2,      1,        19.6,      1,        85.5,    145,         115,    145,         2.5,    145,       995.6,    145,      4271.4,    145
00:00:00 30/09/2013,        15.8,      1,        15.7,      1,        94.7,    145,         186,    145,         4.9,    145,       993.3,    145,      5968.2,    145
00:00:00 01/10/2013,         0.0,      1,        16.8,      1,        84.2,    145,         181,    145,         2.4,    145,       997.8,    145,      5781.5,    145
00:00:00 02/10/2013,         0.0,      1,        17.6,      1,        73.6,    145,         132,    145,         3.6,    145,      1004.9,    145,      9453.8,    145
00:00:00 03/10/2013,         0.0,      1,        16.1,      1,        66.7,    145,         171,    145,         4.9,    145,      1013.3,    145,      2903.3,    145
00:00:00 04/10/2013,         0.0,      1,        14.9,      1,        68.9,    145,         167,    145,         4.0,    145,      1015.0,    145,      4541.5,    145
00:00:00 05/10/2013,         3.0,      1,        13.9,      1,        89.5,    145,          62,    145,         1.9,    145,      1010.4,    145,      2401.5,    145
00:00:00 06/10/2013,         2.0,      1,        16.4,      1,        83.9,    145,          56,    145,         3.8,    145,      1009.3,    145,      6398.3,    145
00:00:00 07/10/2013,         4.2,      1,        16.8,      1,        90.7,    145,          68,    145,         3.1,    145,      1010.6,    145,      1815.4,    145
00:00:00 08/10/2013,         5.0,      1,        15.9,      1,        91.9,    145,         176,    145,         2.3,    145,      1011.1,    145,      5203.4,    145
00:00:00 09/10/2013,         4.6,      1,        16.5,      1,        90.1,    145,         168,    145,         2.1,    145,      1007.0,    145,      8157.1,    145
00:00:00 10/10/2013,        14.4,      1,        16.5,      1,        83.8,    145,         140,    145,         4.4,    145,       995.9,    145,      2616.5,    145
00:00:00 11/10/2013,        13.4,      1,        11.7,      1,        70.3,    145,          57,    145,         4.5,    145,      1000.2,    145,     14015.3,    145
00:00:00 12/10/2013,        18.2,      1,        11.0,      1,        77.8,    145,          55,    145,         3.5,    145,      1007.5,    145,     14155.9,    145
00:00:00 13/10/2013,         0.0,      1,        12.4,      1,        72.6,    145,          62,    145,         4.6,    145,      1010.8,    145,      3140.8,    145
00:00:00 14/10/2013,         0.0,      1,        14.1,      1,        73.7,    145,          63,    145,         3.5,    145,      1010.0,    145,      5000.8,    145
00:00:00 15/10/2013,         0.0,      1,        15.0,      1,        75.6,    145,         106,    145,         4.2,    145,      1004.3,    145,      9926.8,    145
00:00:00 16/10/2013,         0.0,      1,        16.8,      1,        54.7,    145,          56,    145,         3.6,    145,       998.2,    145,     13256.8,    145
00:00:00 17/10/2013,         0.0,      1,        15.0,      1,        54.2,    145,          62,    145,         4.4,    145,      1004.4,    145,     13130.2,    145
00:00:00 18/10/2013,         0.0,      1,        14.6,      1,        58.6,    145,          60,    145,         4.7,    145,      1006.6,    145,     12797.5,    145
00:00:00 19/10/2013,         0.0,      1,        14.8,      1,        70.0,    145,          77,    145,         3.1,    145,      1011.3,    145,      9795.3,    145
00:00:00 20/10/2013,         9.8,      1,        14.7,      1,        83.7,    145,          66,    145,         2.4,    145,      1012.6,    145,      2812.6,    145
00:00:00 21/10/2013,         0.0,      1,        16.3,      1,        85.7,    145,          76,    145,         3.5,    145,      1011.7,    145,      7082.2,    145
00:00:00 22/10/2013,         9.0,      1,        16.1,      1,        95.2,    145,          69,    145,         1.1,    145,      1010.1,    145,      3796.2,    145
00:00:00 23/10/2013,        21.8,      1,        16.3,      1,        99.3,    145,          50,    145,         1.0,    145,      1007.1,    145,       652.6,    145
00:00:00 24/10/2013,        14.4,      1,        17.1,      1,        86.7,    145,          51,    145,         3.2,    145,      1009.0,    145,      7594.1,    145
00:00:00 25/10/2013,         0.0,      1,        17.3,      1,        88.2,    145,          63,    145,         2.1,    145,      1011.0,    145,      7174.6,    145
00:00:00 26/10/2013,         0.6,      1,        17.3,      1,        84.1,    145,          69,    145,         2.3,    145,      1011.3,    145,      9672.4,    145
00:00:00 27/10/2013,         0.4,      1,        17.3,      1,        90.4,    145,         126,    145,         3.9,    145,      1008.1,    145,      1539.2,    145
00:00:00 28/10/2013,         0.2,      1,        17.3,      1,        92.6,    145,         117,    145,         2.3,    145,      1004.9,    145,      2193.5,    145
00:00:00 29/10/2013,        15.0,      1,        16.2,      1,        95.9,    145,          46,    145,         1.5,    145,      1003.0,    145,      2879.4,    145
00:00:00 30/10/2013,         5.2,      1,        15.8,      1,        74.2,    145,          54,    145,         5.2,    145,      1007.3,    145,      5547.9,    145
00:00:00 31/10/2013,         0.0,      1,        15.5,      1,        72.4,    145,          63,    145,         3.7,    145,      1012.2,    145,      7018.4,    145
00:00:00 01/11/2013,         0.0,      1,        14.9,      1,        82.4,    145,         100,    145,         1.9,    145,      1010.4,    145,      6753.8,    145
00:00:00 02/11/2013,         0.0,      1,        14.8,      1,        82.7,    145,         178,    145,         3.7,    145,      1004.7,    145,      3232.0,    145
00:00:00 03/11/2013,         9.6,      1,        14.9,      1,        85.2,    145,         125,    145,         4.9,    145,       997.1,    145,      3361.6,    145
00:00:00 04/11/2013,         7.0,      1,        10.9,      1,        79.1,    145,          56,    145,         3.8,    145,       993.0,    145,      1829.6,    145
00:00:00 05/11/2013,         0.0,      1,        12.9,      1,        79.3,    145,          67,    145,         4.4,    145,       986.3,    145,      8822.8,    145
00:00:00 06/11/2013,         0.0,      1,        13.9,      1,        68.5,    145,          64,    145,         4.7,    145,       994.6,    145,      8759.6,    145
