#Date;Inv;Psum;Pmax
02/05/15;3;5573;0
01/05/15;0;25400;5591
01/05/15;1;32400;6980
01/05/15;2;26900;5850
01/05/15;3;1705;0
30/04/15;0;47900;14002
30/04/15;1;61300;17395
30/04/15;2;49500;13786
30/04/15;3;3207;0
29/04/15;0;77200;14034
29/04/15;1;97900;17618
29/04/15;2;71400;14515
29/04/15;3;4970;0
28/04/15;0;80200;14895
28/04/15;1;100600;18470
28/04/15;2;77800;15058
28/04/15;3;5139;0
27/04/15;0;15600;3267
27/04/15;1;19500;4096
27/04/15;2;16500;3477
27/04/15;3;1084;0
26/04/15;0;37400;7465
26/04/15;1;47300;9244
26/04/15;2;38400;6580
26/04/15;3;2437;0
25/04/15;0;42500;7501
25/04/15;1;53800;9394
25/04/15;2;43700;6447
25/04/15;3;2752;0
24/04/15;0;96800;13110
24/04/15;1;122300;16479
24/04/15;2;89900;13207
24/04/15;3;6213;0
23/04/15;0;86800;14170
23/04/15;1;109300;17802
23/04/15;2;80500;14401
23/04/15;3;5606;0
22/04/15;0;100400;13193
22/04/15;1;128000;16543
22/04/15;2;91500;13327
22/04/15;3;6487;0
21/04/15;0;103600;13644
21/04/15;1;131000;16955
21/04/15;2;94500;13793
21/04/15;3;6592;0
20/04/15;0;102300;13378
20/04/15;1;130700;16863
20/04/15;2;93600;13598
20/04/15;3;6571;0
19/04/15;0;104100;13789
19/04/15;1;132100;17262
19/04/15;2;94300;13787
19/04/15;3;0;0
18/04/15;0;54600;12366
18/04/15;1;68300;15340
18/04/15;2;52200;12573
18/04/15;3;3475;0
17/04/15;0;18200;3496
17/04/15;1;23400;4377
17/04/15;2;19200;3699
17/04/15;3;1273;0
16/04/15;0;62200;12647
16/04/15;1;78400;15789
16/04/15;2;58800;12787
16/04/15;3;0;0
15/04/15;0;94400;12867
15/04/15;1;119300;16134
15/04/15;2;84900;12992
15/04/15;3;6025;0
14/04/15;0;51300;10475
14/04/15;1;65100;13037
14/04/15;2;51800;10599
14/04/15;3;3365;0
13/04/15;0;93300;12934
13/04/15;1;117800;16194
13/04/15;2;84300;12979
13/04/15;3;5964;0
12/04/15;0;84200;12725
12/04/15;1;106500;15897
12/04/15;2;75000;12684
12/04/15;3;5364;0
11/04/15;0;84500;12430
11/04/15;1;104200;15393
11/04/15;2;77600;12360
11/04/15;3;5319;0
10/04/15;0;81900;12366
10/04/15;1;103600;15391
10/04/15;2;74000;12321
10/04/15;3;5190;0
09/04/15;0;94600;12828
09/04/15;1;120200;16091
09/04/15;2;83800;12844
09/04/15;3;6034;0
08/04/15;0;99500;13709
08/04/15;1;126100;17041
08/04/15;2;88500;13842
08/04/15;3;0;0
07/04/15;0;101700;13796
07/04/15;1;129200;17192
07/04/15;2;90300;13936
07/04/15;3;6514;0
06/04/15;0;96800;14385
06/04/15;1;121500;17864
06/04/15;2;84600;14359
06/04/15;3;6123;0
05/04/15;0;84100;17124
05/04/15;1;104800;18889
05/04/15;2;76500;15937
05/04/15;3;5384;0
04/04/15;0;63900;14360
04/04/15;1;80300;17736
04/04/15;2;64800;14401
04/04/15;3;4084;0
03/04/15;0;96000;13394
03/04/15;1;121300;16775
03/04/15;2;83100;13280
03/04/15;3;6138;0
02/04/15;0;86600;13285
02/04/15;1;109100;16421
02/04/15;2;74900;13322
02/04/15;3;5486;0
01/04/15;0;98600;13815
01/04/15;1;124000;17124
01/04/15;2;86300;13783
01/04/15;3;6283;0
31/03/15;0;72300;13187
31/03/15;1;91100;16409
31/03/15;2;61700;13518
31/03/15;3;4592;0
30/03/15;0;48800;12080
30/03/15;1;62100;15144
30/03/15;2;40900;12243
30/03/15;3;3098;0
29/03/15;0;51800;11527
29/03/15;1;64900;14375
29/03/15;2;41600;11555
29/03/15;3;3300;0
28/03/15;0;93100;13147
28/03/15;1;116300;16344
28/03/15;2;80200;13144
28/03/15;3;5875;0
27/03/15;0;78700;13521
27/03/15;1;97000;16702
27/03/15;2;73800;13252
27/03/15;3;0;0
26/03/15;0;21800;4344
26/03/15;1;27800;5431
26/03/15;2;23200;4544
26/03/15;3;1505;0
25/03/15;0;17200;3173
25/03/15;1;21900;3978
25/03/15;2;18400;3355
25/03/15;3;1159;0
24/03/15;0;43300;13552
24/03/15;1;54200;16782
24/03/15;2;41400;13497
24/03/15;3;2737;0
23/03/15;0;45200;12084
23/03/15;1;56600;14990
23/03/15;2;40300;10184
23/03/15;3;2854;0
22/03/15;0;27300;8538
22/03/15;1;34300;10554
22/03/15;2;27500;6676
22/03/15;3;1797;0
21/03/15;0;14200;2812
21/03/15;1;18000;3529
21/03/15;2;15000;2957
21/03/15;3;956;0
20/03/15;0;61900;11231
20/03/15;1;76100;13866
20/03/15;2;59400;10911
20/03/15;3;3958;0
19/03/15;0;74100;11285
19/03/15;1;91500;13958
19/03/15;2;66000;10944
19/03/15;3;4692;0
18/03/15;0;76300;11589
18/03/15;1;94000;14355
18/03/15;2;66500;11238
18/03/15;3;4829;0
17/03/15;0;35000;9845
17/03/15;1;43700;12082
17/03/15;2;35900;9548
17/03/15;3;2249;0
16/03/15;0;14200;3745
16/03/15;1;17800;4689
16/03/15;2;14900;3982
16/03/15;3;972;0
15/03/15;0;58900;12349
15/03/15;1;73100;15296
15/03/15;2;54900;12067
15/03/15;3;3721;0
14/03/15;0;47900;11878
14/03/15;1;59200;14747
14/03/15;2;44600;11738
14/03/15;3;3048;0
13/03/15;0;77500;11736
13/03/15;1;93400;14546
13/03/15;2;65500;11349
13/03/15;3;4836;0
12/03/15;0;80700;12229
12/03/15;1;97400;15152
12/03/15;2;68600;12049
12/03/15;3;0;0
11/03/15;0;75800;11597
11/03/15;1;91300;14364
11/03/15;2;64200;11200
11/03/15;3;4727;0
10/03/15;0;76500;11799
10/03/15;1;91900;14630
10/03/15;2;65000;11422
10/03/15;3;4790;0
09/03/15;0;43800;10192
09/03/15;1;54100;12541
09/03/15;2;43600;9952
09/03/15;3;2770;0
08/03/15;0;73900;11989
08/03/15;1;89300;14889
08/03/15;2;62400;11538
08/03/15;3;4633;0
07/03/15;0;73500;11572
07/03/15;1;87500;14357
07/03/15;2;61900;11145
07/03/15;3;4605;0
06/03/15;0;79000;12304
06/03/15;1;93000;15147
06/03/15;2;66300;11925
06/03/15;3;4907;0
05/03/15;0;80600;13018
05/03/15;1;94200;16005
05/03/15;2;67200;12500
05/03/15;3;5049;0
04/03/15;0;45700;11432
04/03/15;1;56300;13952
04/03/15;2;41700;10950
04/03/15;3;2858;0
03/03/15;0;75500;12023
03/03/15;1;88100;14781
03/03/15;2;63100;11502
03/03/15;3;4684;0
02/03/15;0;9900;3435
02/03/15;1;12500;4280
02/03/15;2;10400;3543
02/03/15;3;675;0
01/03/15;0;37000;11692
01/03/15;1;44800;14349
01/03/15;2;36300;11218
01/03/15;3;0;0
28/02/15;0;46800;12984
28/02/15;1;56300;15729
28/02/15;2;39300;12969
28/02/15;3;2966;0
27/02/15;0;24500;6172
27/02/15;1;29500;6333
27/02/15;2;24900;5181
27/02/15;3;1602;0
26/02/15;0;36300;10174
26/02/15;1;44700;12446
26/02/15;2;35400;9679
26/02/15;3;2309;0
25/02/15;0;41200;12673
25/02/15;1;50800;15511
25/02/15;2;40700;12390
25/02/15;3;2643;0
24/02/15;0;9800;2609
24/02/15;1;12300;3266
24/02/15;2;10400;2711
24/02/15;3;681;0
23/02/15;0;56900;11224
23/02/15;1;69100;13839
23/02/15;2;48300;10780
23/02/15;3;3503;0
22/02/15;0;44900;12317
22/02/15;1;49200;14823
22/02/15;2;42400;11517
22/02/15;3;2892;0
21/02/15;0;7500;2138
21/02/15;1;9400;2683
21/02/15;2;7800;2252
21/02/15;3;526;0
20/02/15;0;62300;11028
20/02/15;1;71200;13430
20/02/15;2;52600;10178
20/02/15;3;3894;0
19/02/15;0;63700;11056
19/02/15;1;71000;13583
19/02/15;2;54000;10382
19/02/15;3;3991;0
18/02/15;0;62900;10868
18/02/15;1;70200;13399
18/02/15;2;53100;10151
18/02/15;3;3952;0
17/02/15;0;61400;10646
17/02/15;1;67900;13091
17/02/15;2;52200;9998
17/02/15;3;3872;0
16/02/15;0;49800;13975
16/02/15;1;58100;17115
16/02/15;2;43000;13414
16/02/15;3;3091;0
15/02/15;0;14200;4130
15/02/15;1;17800;5141
15/02/15;2;14900;4130
15/02/15;3;0;0
14/02/15;0;7400;2576
14/02/15;1;9300;3214
14/02/15;2;7700;2650
14/02/15;3;518;0
13/02/15;0;7800;1613
13/02/15;1;9800;2028
13/02/15;2;8200;1720
13/02/15;3;536;0
12/02/15;0;56100;10337
12/02/15;1;60000;12439
12/02/15;2;46600;9487
12/02/15;3;3514;0
11/02/15;0;55900;10339
11/02/15;1;59100;12573
11/02/15;2;46500;9612
11/02/15;3;3487;0
10/02/15;0;56100;10367
10/02/15;1;59400;12456
10/02/15;2;46500;9563
10/02/15;3;3502;0
09/02/15;0;55800;10471
09/02/15;1;57900;12721
09/02/15;2;46200;9661
09/02/15;3;3548;0
08/02/15;0;57600;11029
08/02/15;1;60400;13091
08/02/15;2;48200;10155
08/02/15;3;3634;0
07/02/15;0;46900;10861
07/02/15;1;48000;13199
07/02/15;2;41900;10201
07/02/15;3;0;0
06/02/15;0;4900;1073
06/02/15;1;6200;1345
06/02/15;2;5300;1139
06/02/15;3;351;0
05/02/15;0;5500;2420
05/02/15;1;6800;2964
05/02/15;2;5700;2528
05/02/15;3;381;0
04/02/15;0;40000;11306
04/02/15;1;40100;13218
04/02/15;2;35600;10454
04/02/15;3;2530;0
03/02/15;0;21700;9313
03/02/15;1;22700;5822
03/02/15;2;20800;7984
03/02/15;3;1432;0
02/02/15;0;48800;10277
02/02/15;1;47800;11487
02/02/15;2;40700;9251
02/02/15;3;3093;0
01/02/15;0;50300;10143
01/02/15;1;47300;11192
01/02/15;2;41500;9180
01/02/15;3;3204;0
31/01/15;0;47800;10257
31/01/15;1;34200;10133
31/01/15;2;39200;9298
31/01/15;3;3019;0
30/01/15;0;6300;3716
30/01/15;1;1600;711
30/01/15;2;2700;1043
30/01/15;3;977;0
29/01/15;0;19000;8723
29/01/15;1;22200;9520
29/01/15;2;18700;8337
29/01/15;3;1237;0
28/01/15;0;47100;9899
28/01/15;1;43300;10715
28/01/15;2;38300;8953
28/01/15;3;2960;0
27/01/15;0;36500;10134
27/01/15;1;33900;9651
27/01/15;2;28900;8972
27/01/15;3;2387;0
26/01/15;0;45200;9653
26/01/15;1;41400;9909
26/01/15;2;36300;8657
26/01/15;3;2909;0
25/01/15;0;36200;10833
25/01/15;1;35800;9976
25/01/15;2;30500;9705
25/01/15;3;2336;0
24/01/15;0;43700;9431
24/01/15;1;39800;9140
24/01/15;2;34700;8439
24/01/15;3;2826;0
23/01/15;0;25700;8397
23/01/15;1;21300;7024
23/01/15;2;22500;6846
23/01/15;3;1787;0
22/01/15;0;14500;8330
22/01/15;1;17600;7754
22/01/15;2;14800;8027
22/01/15;3;960;0
21/01/15;0;5200;1481
21/01/15;1;6600;1848
21/01/15;2;5500;1535
21/01/15;3;366;0
20/01/15;0;34800;9425
20/01/15;1;26500;7821
20/01/15;2;28500;7984
20/01/15;3;2326;0
19/01/15;0;28200;8372
19/01/15;1;27300;7989
19/01/15;2;24100;6907
19/01/15;3;1823;0
18/01/15;0;20400;8631
18/01/15;1;21800;7799
18/01/15;2;18100;7718
18/01/15;3;1310;0
17/01/15;0;8700;2352
17/01/15;1;10900;2892
17/01/15;2;9100;2403
17/01/15;3;590;0
16/01/15;0;3000;1413
16/01/15;1;3800;1768
16/01/15;2;3100;1473
16/01/15;3;227;0
15/01/15;0;20000;7957
15/01/15;1;16500;6726
15/01/15;2;17900;6939
15/01/15;3;1484;0
14/01/15;0;22500;7878
14/01/15;1;18500;7266
14/01/15;2;19200;6965
14/01/15;3;1528;0
13/01/15;0;35600;8247
13/01/15;1;25600;6351
13/01/15;2;27300;7033
13/01/15;3;2385;0
12/01/15;0;36000;8600
12/01/15;1;25300;6420
12/01/15;2;27200;7170
12/01/15;3;2448;0
11/01/15;0;11500;5272
11/01/15;1;11600;5905
11/01/15;2;10600;5035
11/01/15;3;873;0
10/01/15;0;26500;8500
10/01/15;1;26400;7831
10/01/15;2;22400;7347
10/01/15;3;1705;0
09/01/15;0;27800;8184
09/01/15;1;20600;5777
09/01/15;2;23400;6830
09/01/15;3;2013;0
08/01/15;0;28100;8148
08/01/15;1;18200;5560
08/01/15;2;22400;6467
08/01/15;3;1999;0
07/01/15;0;30200;7501
07/01/15;1;21500;5603
07/01/15;2;23300;5925
07/01/15;3;2124;0
06/01/15;0;33200;8257
06/01/15;1;26500;6088
06/01/15;2;24800;6363
06/01/15;3;2377;0
05/01/15;0;33300;8344
05/01/15;1;23000;6081
05/01/15;2;24500;6494
05/01/15;3;0;0
04/01/15;0;32900;8325
04/01/15;1;23700;5882
04/01/15;2;24400;6597
04/01/15;3;2370;0
03/01/15;0;27600;7943
03/01/15;1;17600;5666
03/01/15;2;21600;6354
03/01/15;3;1961;0
02/01/15;0;24100;9853
02/01/15;1;21300;6509
02/01/15;2;19800;8222
02/01/15;3;1604;0
01/01/15;0;28100;7300
01/01/15;1;16900;5311
01/01/15;2;21400;5752
01/01/15;3;2046;0
31/12/14;0;16500;5939
31/12/14;1;17100;5849
31/12/14;2;14200;4732
31/12/14;3;1195;0
30/12/14;0;19600;6878
30/12/14;1;20000;5571
30/12/14;2;17200;5542
30/12/14;3;1304;0
29/12/14;0;19400;7620
29/12/14;1;9300;3302
29/12/14;2;17000;6247
29/12/14;3;1615;0
28/12/14;0;1100;520
28/12/14;1;600;285
28/12/14;2;800;409
28/12/14;3;1159;0
27/12/14;0;2900;921
27/12/14;1;3700;1168
27/12/14;2;3000;980
27/12/14;3;244;0
26/12/14;0;31100;7967
26/12/14;1;21700;5813
26/12/14;2;22700;6260
26/12/14;3;2237;0
25/12/14;0;27100;7647
25/12/14;1;18900;5568
25/12/14;2;20500;5987
25/12/14;3;1993;0
24/12/14;0;19200;5258
24/12/14;1;19900;4255
24/12/14;2;17200;4724
24/12/14;3;1326;0
23/12/14;0;30400;7925
23/12/14;1;20800;5634
23/12/14;2;22300;6213
23/12/14;3;2207;0
22/12/14;0;28600;10262
22/12/14;1;23500;7680
22/12/14;2;24000;8487
22/12/14;3;1959;0
21/12/14;0;31500;8010
21/12/14;1;21700;5739
21/12/14;2;23200;6299
21/12/14;3;2298;0
20/12/14;0;30900;7621
20/12/14;1;22200;5459
20/12/14;2;23100;6014
20/12/14;3;2237;0
19/12/14;0;29700;7690
19/12/14;1;21400;5491
19/12/14;2;22000;6099
19/12/14;3;2159;0
18/12/14;0;31100;8407
18/12/14;1;22700;7098
18/12/14;2;24600;7060
18/12/14;3;2103;0
17/12/14;0;21300;6185
17/12/14;1;20900;5715
17/12/14;2;17900;5347
17/12/14;3;1364;0
16/12/14;0;3800;1121
16/12/14;1;4900;1426
16/12/14;2;4000;1172
16/12/14;3;281;0
15/12/14;0;5800;2135
15/12/14;1;7300;2663
15/12/14;2;6000;2192
15/12/14;3;405;0
14/12/14;0;11100;6904
14/12/14;1;12300;5233
14/12/14;2;10600;6064
14/12/14;3;733;0
13/12/14;0;12800;3763
13/12/14;1;15800;4212
13/12/14;2;13100;3800
13/12/14;3;857;0
12/12/14;0;23400;9322
12/12/14;1;13000;6062
12/12/14;2;18500;7870
12/12/14;3;1645;0
11/12/14;0;31400;8014
11/12/14;1;20100;5886
11/12/14;2;24100;6332
11/12/14;3;2186;0
10/12/14;0;28600;9408
10/12/14;1;25000;6362
10/12/14;2;23100;7884
10/12/14;3;1808;0
09/12/14;0;33400;8253
09/12/14;1;27400;6174
09/12/14;2;25100;6608
09/12/14;3;2375;0
08/12/14;0;31800;7897
08/12/14;1;23000;6246
08/12/14;2;24600;6296
08/12/14;3;2217;0
07/12/14;0;11500;3157
07/12/14;1;14300;3781
07/12/14;2;11800;3108
07/12/14;3;777;0
06/12/14;0;14300;6919
06/12/14;1;17100;6255
06/12/14;2;14100;6358
06/12/14;3;952;0
05/12/14;0;10300;2825
05/12/14;1;12800;3331
05/12/14;2;10500;2792
05/12/14;3;704;0
04/12/14;0;7300;1782
04/12/14;1;9200;2222
04/12/14;2;7700;1890
04/12/14;3;510;0
03/12/14;0;15400;4060
03/12/14;1;18300;4209
03/12/14;2;15200;3774
03/12/14;3;1057;0
02/12/14;0;18500;8533
02/12/14;1;20200;7545
02/12/14;2;18000;7848
02/12/14;3;1204;0
01/12/14;0;2400;1066
01/12/14;1;3100;1354
01/12/14;2;2500;1165
01/12/14;3;186;0
30/11/14;0;7800;2816
30/11/14;1;9900;3525
30/11/14;2;8200;2952
30/11/14;3;535;0
29/11/14;0;27300;8190
29/11/14;1;22600;6515
29/11/14;2;23000;7377
29/11/14;3;1800;0
28/11/14;0;4800;2270
28/11/14;1;6200;2847
28/11/14;2;5100;2369
28/11/14;3;346;0
27/11/14;0;5100;2484
27/11/14;1;6400;3093
27/11/14;2;5300;2537
27/11/14;3;359;0
26/11/14;0;3600;790
26/11/14;1;4600;1002
26/11/14;2;3800;842
26/11/14;3;264;0
25/11/14;0;18800;8156
25/11/14;1;21000;8363
25/11/14;2;17700;7250
25/11/14;3;1210;0
24/11/14;0;26300;6922
24/11/14;1;24200;6944
24/11/14;2;23100;6344
24/11/14;3;1731;0
23/11/14;0;37400;8559
23/11/14;1;30500;7283
23/11/14;2;29700;7668
23/11/14;3;2483;0
22/11/14;0;37000;8514
22/11/14;1;30200;7456
22/11/14;2;30100;7575
22/11/14;3;2457;0
21/11/14;0;35200;8556
21/11/14;1;29500;7685
21/11/14;2;28400;7555
21/11/14;3;2245;0
20/11/14;0;28500;9236
20/11/14;1;22400;7818
20/11/14;2;24900;8316
20/11/14;3;1941;0
19/11/14;0;41400;9055
19/11/14;1;37200;8610
19/11/14;2;33200;8112
