"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 10/11/2013,         0.0,      1,         3.1,      1,        93.0,    140,          15,      1,         0.9,      1,       898.7,      1,      2477.5,      1
00:00:00 11/11/2013,         0.0,      1,         4.9,      1,        55.2,    140,          46,      1,         1.7,      1,       907.9,      1,      4593.4,      1
00:00:00 12/11/2013,         0.0,      1,         5.2,      1,        82.8,    140,          47,      1,         0.4,      1,       912.5,      1,      4018.8,      1
00:00:00 13/11/2013,         0.0,      1,         7.3,      1,        85.2,    140,          41,      1,         0.4,      1,       911.5,      1,      4595.4,      1
00:00:00 14/11/2013,         8.4,      1,         5.3,      1,        92.4,    140,         328,      1,         0.5,      1,       907.4,      1,      2747.8,      1
00:00:00 15/11/2013,         3.8,      1,         2.9,      1,        98.0,    140,           2,      1,         0.4,      1,       909.4,      1,      1279.7,      1
00:00:00 16/11/2013,         0.0,      1,         4.8,      1,        93.9,    140,          25,      1,         0.4,      1,       914.5,      1,      4609.7,      1
00:00:00 17/11/2013,         0.0,      1,         4.0,      1,        91.8,    140,          62,      1,         1.1,      1,       912.7,      1,      4655.9,      1
00:00:00 18/11/2013,         0.0,      1,         4.4,      1,        91.7,    140,          41,      1,         0.6,      1,       907.8,      1,      3101.5,      1
00:00:00 19/11/2013,        18.2,      1,         4.2,      1,        98.0,    140,          21,      1,         0.4,      1,       897.7,      1,      1400.4,      1
00:00:00 20/11/2013,         3.6,      1,         4.3,      1,        96.4,    140,         312,      1,         0.5,      1,       893.1,      1,      4266.6,      1
00:00:00 21/11/2013,        11.6,      1,         1.1,      1,        98.0,    140,         289,      1,         0.8,      1,       890.1,      1,      2000.8,      1
00:00:00 22/11/2013,         2.6,      1,        -0.3,      1,        94.0,    140,           5,      1,         0.5,      1,       892.6,      1,      5160.8,      1
00:00:00 23/11/2013,         2.4,      1,        -0.6,      1,        97.5,    140,          68,      1,         0.5,      1,       894.5,      1,      1459.5,      1
00:00:00 24/11/2013,         0.0,      1,         1.9,      1,        96.5,    140,          64,      1,         0.6,      1,       899.4,      1,      3086.7,      1
00:00:00 25/11/2013,         0.2,      1,        -0.1,      1,        43.5,    140,          49,      1,         2.9,      1,       907.3,      1,      5151.8,      1
00:00:00 26/11/2013,         0.0,      1,        -4.0,      1,        53.7,      1,          57,      1,         1.7,      1,       911.9,      1,      4969.0,      1
00:00:00 27/11/2013,         0.0,      1,        -4.7,      1,        65.4,      1,          74,      1,         0.9,      1,       915.6,      1,      4684.4,      1
00:00:00 28/11/2013,         0.0,      1,        -3.0,      1,        76.7,      1,          10,      1,         0.4,      1,       916.7,      1,      4679.9,      1
00:00:00 29/11/2013,         0.0,      1,        -1.4,      1,        77.9,      1,          19,      1,         0.4,      1,       911.9,      1,      3790.1,      1
00:00:00 30/11/2013,         0.0,      1,        -1.0,      1,        84.0,      1,          29,      1,         0.3,      1,       906.6,      1,      2964.2,      1
00:00:00 01/12/2013,         0.0,      1,        -2.0,      1,        73.5,      1,          75,      1,         0.7,      1,       912.2,      1,      4951.8,      1
00:00:00 02/12/2013,         0.0,      1,         0.2,      1,        64.6,      1,          74,      1,         0.9,      1,       916.0,      1,      4261.0,      1
00:00:00 03/12/2013,         0.0,      1,         1.1,      1,        62.9,      1,          56,      1,         0.5,      1,       917.9,      1,      3979.1,      1
00:00:00 04/12/2013,         0.0,      1,         1.8,      1,        59.4,      1,          65,      1,         0.7,      1,       914.6,      1,      3749.1,      1
00:00:00 05/12/2013,         0.0,      1,         2.3,      1,        66.9,      1,          62,      1,         0.6,      1,       911.2,      1,      3410.7,      1
00:00:00 06/12/2013,         0.0,      1,         4.9,      1,        39.7,      1,          34,      1,         2.8,      1,       903.6,      1,      3246.7,      1
00:00:00 07/12/2013,         0.0,      1,         1.8,      1,        45.5,      1,          53,      1,         1.7,      1,       911.6,      1,      2939.7,      1
00:00:00 08/12/2013,         0.0,      1,        -1.1,      1,        64.4,      1,          34,      1,         0.5,      1,       916.5,      1,      3123.8,      1
00:00:00 09/12/2013,         0.0,      1,         0.1,      1,        62.8,      1,          50,      1,         0.6,      1,       918.5,      1,      1787.2,      1
00:00:00 10/12/2013,         0.0,      1,         4.1,      1,        67.5,      1,          64,      1,         0.8,      1,       922.3,      1,      3574.2,      1
00:00:00 11/12/2013,         0.0,      1,         1.4,      1,        80.5,      1,          45,      1,         0.5,      1,       923.3,      1,      3429.5,      1
00:00:00 12/12/2013,         0.0,      1,         1.8,      1,        76.4,      1,          59,      1,         0.4,      1,       920.1,      1,      3185.2,      1
00:00:00 13/12/2013,         0.0,      1,         1.6,      1,        71.4,      1,          68,      1,         0.5,      1,       915.6,      1,      3962.9,      1
00:00:00 14/12/2013,         0.0,      1,         1.1,      1,        68.4,      1,          69,      1,         0.6,      1,       915.7,      1,      4207.2,      1
00:00:00 15/12/2013,         0.0,      1,         1.0,      1,        78.3,      1,          76,      1,         0.8,      1,       921.8,      1,      4022.5,      1
00:00:00 16/12/2013,         0.0,      1,         1.8,      1,        68.3,      1,          63,      1,         0.6,      1,       924.0,      1,      4017.5,      1
00:00:00 17/12/2013,         0.0,      1,         1.4,      1,        62.4,      1,          65,      1,         0.6,      1,       921.7,      1,      4581.1,      1
00:00:00 18/12/2013,         0.0,      1,         0.2,      1,        56.3,      1,          43,      1,         0.4,      1,       915.9,      1,      3485.1,      1
00:00:00 19/12/2013,         0.0,      1,        -1.0,      1,        69.3,      1,          23,      1,         0.3,      1,       911.5,      1,      1187.4,      1
00:00:00 20/12/2013,         0.4,      1,         0.9,      1,        95.3,      1,           7,      1,         0.1,      1,       916.5,      1,      1366.2,      1
00:00:00 21/12/2013,         0.0,      1,         2.8,      1,        91.4,      1,           8,      1,         0.5,      1,       922.8,      1,      3042.7,      1
00:00:00 22/12/2013,         0.0,      1,         3.0,      1,        95.3,    140,          26,      1,         0.3,      1,       919.2,      1,      1574.4,      1
00:00:00 23/12/2013,         0.0,      1,         3.8,      1,        94.0,    140,         354,      1,         0.2,      1,       914.9,      1,      1785.1,      1
00:00:00 24/12/2013,         0.0,      1,         3.2,      1,        97.0,    140,          11,      1,         0.4,      1,       908.7,      1,      1893.5,      1
00:00:00 25/12/2013,         9.8,      1,         3.9,      1,        97.9,    140,         291,      1,         0.9,      1,       897.1,      1,       878.8,      1
00:00:00 26/12/2013,        63.6,      1,         1.1,      1,        98.0,    140,         290,      1,         0.7,      1,       888.4,      1,        41.3,      1
00:00:00 27/12/2013,         0.0,      1,         0.4,      1,        98.0,    140,          36,      1,         0.4,      1,       901.5,      1,      2835.5,      1
00:00:00 28/12/2013,         0.0,      1,         0.4,      1,        96.6,    140,          35,      1,         0.4,      1,       905.3,      1,      4279.7,      1
00:00:00 29/12/2013,         1.0,      1,         1.3,      1,        98.0,    140,         351,      1,         0.4,      1,       907.5,      1,      2242.8,      1
00:00:00 30/12/2013,         0.0,      1,        -1.1,      1,        93.6,    140,          52,      1,         0.5,      1,       915.3,      1,      3992.0,      1
00:00:00 31/12/2013,         0.0,      1,        -2.9,      1,        84.7,    140,          65,      1,         0.7,      1,       912.3,      1,      4814.2,      1
00:00:00 01/01/2014,         0.0,      1,        -3.1,      1,        83.5,    140,          44,      1,         0.4,      1,       909.5,      1,      4692.4,      1
00:00:00 02/01/2014,         0.0,      1,        -2.0,      1,        91.9,    140,          17,      1,         0.2,      1,       906.9,      1,      1507.4,      1
00:00:00 03/01/2014,         0.0,      1,         0.4,      1,        90.9,    140,          30,      1,         0.3,      1,       909.8,      1,      2191.2,      1
00:00:00 04/01/2014,        14.4,      1,         0.0,      1,        97.4,    140,          18,      1,         0.3,      1,       905.9,      1,       547.9,      1
00:00:00 05/01/2014,        15.0,      1,         1.0,      1,        98.0,    140,          24,      1,         0.5,      1,       899.9,      1,       676.2,      1
00:00:00 06/01/2014,         0.2,      1,         0.6,      1,        95.6,    140,          44,      1,         0.3,      1,       910.6,      1,      4757.2,      1
00:00:00 07/01/2014,         0.0,      1,         0.7,      1,        96.9,    140,          35,      1,         0.4,      1,       914.2,      1,      3634.2,      1
00:00:00 08/01/2014,         0.0,      1,         1.1,      1,        95.0,    140,          40,      1,         0.3,      1,       915.8,      1,      3950.2,      1
00:00:00 09/01/2014,         0.0,      1,         1.9,      1,        94.2,    140,          36,      1,         0.3,      1,       911.4,      1,      4282.2,      1
00:00:00 10/01/2014,         0.0,      1,         3.2,      1,        93.5,    140,         355,      1,         0.3,      1,       908.5,      1,      3628.7,      1
00:00:00 11/01/2014,         0.0,      1,         3.2,      1,        92.2,    140,          13,      1,         0.2,      1,       911.4,      1,      2678.8,      1
00:00:00 12/01/2014,         0.0,      1,         1.9,      1,        77.3,    140,          62,      1,         0.7,      1,       912.5,      1,      5214.0,      1
00:00:00 13/01/2014,         0.0,      1,        -0.2,      1,        73.3,    140,          17,      1,         0.5,      1,       908.5,      1,      3753.8,      1
00:00:00 14/01/2014,        12.6,      1,        -0.3,      1,        97.4,    140,           0,    140,         0.1,      1,       898.7,      1,       546.8,      1
00:00:00 15/01/2014,         0.0,      1,         0.0,      1,        93.1,    140,          30,      1,         0.3,      1,       902.0,      1,      5069.5,      1
00:00:00 16/01/2014,         0.0,      1,        -0.9,      1,        94.6,    140,           5,      1,         0.2,      1,       904.7,      1,      4679.6,      1
00:00:00 17/01/2014,         8.0,      1,         0.0,      1,        98.0,    140,         348,      1,         0.2,      1,       901.1,      1,       735.9,      1
00:00:00 18/01/2014,         4.6,      1,         0.9,      1,        98.0,    140,           7,      1,         0.1,      1,       900.4,      1,      2093.5,      1
00:00:00 19/01/2014,        12.0,      1,         1.3,      1,        98.0,    140,           3,      1,         0.2,      1,       896.3,      1,      2557.4,      1
00:00:00 20/01/2014,         0.4,      1,         2.8,      1,        96.6,    140,          20,      1,         0.5,      1,       893.1,      1,      4272.4,      1
00:00:00 21/01/2014,         0.0,      1,         2.3,      1,        93.2,    140,          63,      1,         0.5,      1,       896.8,      1,      4938.1,      1
00:00:00 22/01/2014,         0.0,      1,         0.6,      1,        86.8,    140,          33,      1,         0.3,      1,       902.0,      1,      4933.6,      1
00:00:00 23/01/2014,         0.8,      1,         1.1,      1,        88.3,    140,           1,      1,         0.2,      1,       905.0,      1,      2754.5,      1
00:00:00 24/01/2014,         1.2,      1,         0.2,      1,        80.2,    140,         354,      1,         0.6,      1,       899.6,      1,      3170.2,      1
00:00:00 25/01/2014,         0.0,      1,        -1.5,      1,        64.6,    140,          79,      1,         1.2,      1,       901.6,      1,      5120.1,      1
00:00:00 26/01/2014,         0.0,      1,        -0.5,      1,        60.9,    140,          55,      1,         1.2,      1,       898.9,      1,      4614.5,      1
00:00:00 27/01/2014,         3.0,      1,        -1.1,      1,        74.9,    140,         356,      1,         0.4,      1,       892.4,      1,      3529.0,      1
00:00:00 28/01/2014,         3.4,      1,        -1.4,      1,        90.8,    140,         349,      1,         0.1,      1,       890.4,      1,      3059.8,      1
00:00:00 29/01/2014,         0.2,      1,        -3.1,      1,        84.8,    140,          38,      1,         0.5,      1,       894.9,      1,      4890.0,      1
00:00:00 30/01/2014,        20.0,      1,        -2.2,      1,        97.4,    140,          12,      1,         0.1,      1,       900.1,      1,       844.8,      1
00:00:00 31/01/2014,        30.2,      1,         0.0,      1,        98.0,    140,           6,      1,         0.1,      1,       902.3,      1,      1130.9,      1
00:00:00 01/02/2014,        12.6,      1,         1.6,      1,        98.0,    140,          20,      1,         0.3,      1,       901.6,      1,      3246.8,      1
00:00:00 02/02/2014,        13.8,      1,         2.2,      1,        98.0,    140,           8,      1,         0.1,      1,       900.5,      1,      3026.7,      1
00:00:00 03/02/2014,         6.6,      1,         1.7,      1,        98.0,    140,           9,      1,         0.2,      1,       904.3,      1,      2698.8,      1
00:00:00 04/02/2014,        15.2,      1,         0.4,      1,        98.0,    140,         356,      1,         0.1,      1,       905.2,      1,      1603.7,      1
00:00:00 05/02/2014,         0.4,      1,         1.4,      1,        98.0,    140,         348,      1,         0.2,      1,       901.3,      1,      3232.2,      1
00:00:00 06/02/2014,         0.0,      1,         1.8,      1,        91.6,    140,          10,      1,         0.3,      1,       902.8,      1,      5804.6,      1
00:00:00 07/02/2014,         8.2,      1,        -0.5,      1,        95.7,    140,          22,      1,         0.3,      1,       902.7,      1,      2266.7,      1
00:00:00 08/02/2014,         1.0,      1,         1.1,      1,        95.0,    140,         326,      1,         0.3,      1,       898.0,      1,      5177.0,      1
00:00:00 09/02/2014,         6.2,      1,         0.0,      1,        97.9,    140,         354,      1,         0.8,      1,       893.9,      1,      2861.6,      1
00:00:00 10/02/2014,        14.2,      1,        -1.4,      1,        97.2,    140,         340,      1,         0.5,      1,       896.5,      1,      2148.0,      1
00:00:00 11/02/2014,         3.2,      1,         0.8,      1,        95.5,    140,          13,      1,         0.2,      1,       896.6,      1,      4656.4,      1
00:00:00 12/02/2014,         0.0,      1,         0.7,      1,        82.9,    140,          52,      1,         1.0,      1,       899.6,      1,      6909.0,      1
00:00:00 13/02/2014,         6.4,      1,        -1.1,      1,        84.2,    140,         349,      1,         0.7,      1,       899.8,      1,      4519.9,      1
00:00:00 14/02/2014,         0.0,      1,        -0.6,      1,        87.5,    140,          31,      1,         0.4,      1,       902.5,      1,      7653.0,      1
00:00:00 15/02/2014,         0.0,      1,        -0.1,      1,        86.8,    140,           7,      1,         0.4,      1,       906.0,      1,      4707.1,      1
00:00:00 16/02/2014,         6.6,      1,         2.5,      1,        93.2,    140,         357,      1,         0.5,      1,       903.8,      1,      4650.2,      1
00:00:00 17/02/2014,        15.2,      1,         2.3,      1,        98.0,    140,          11,      1,         0.3,      1,       904.6,      1,      3722.3,      1
00:00:00 18/02/2014,         0.0,      1,         2.4,      1,        92.0,    140,          33,      1,         0.4,      1,       910.4,      1,      5665.1,      1
00:00:00 19/02/2014,        10.6,      1,         2.7,      1,        98.0,    140,           6,      1,         0.3,      1,       904.8,      1,      2583.9,      1
00:00:00 20/02/2014,         0.0,      1,         3.3,      1,        94.5,    140,          23,      1,         0.2,      1,       904.8,      1,      3829.8,      1
00:00:00 21/02/2014,         1.6,      1,         3.9,      1,        85.4,    140,         344,      1,         0.7,      1,       902.0,      1,      5548.5,      1
00:00:00 22/02/2014,        13.2,      1,         0.5,      1,        96.3,    140,         303,      1,         0.8,      1,       904.7,      1,      4006.2,      1
00:00:00 23/02/2014,         0.0,      1,         0.1,      1,        81.1,    140,          46,      1,         0.7,      1,       911.6,      1,      7331.1,      1
00:00:00 24/02/2014,         0.0,      1,         0.8,      1,        77.4,    140,          64,      1,         0.8,      1,       911.5,      1,      7079.8,      1
00:00:00 25/02/2014,         0.0,      1,         1.2,      1,        76.6,    140,          37,      1,         0.8,      1,       908.8,      1,      6777.0,      1
00:00:00 26/02/2014,         3.2,      1,         1.4,      1,        90.7,    140,         339,      1,         0.4,      1,       909.3,      1,      2814.6,      1
00:00:00 27/02/2014,         0.2,      1,         1.6,      1,        94.3,    140,          14,      1,         0.5,      1,       908.4,      1,      4478.0,      1
00:00:00 28/02/2014,         0.0,      1,         2.1,      1,        81.9,    140,         292,      1,         0.9,      1,       899.7,      1,      5771.0,      1
00:00:00 01/03/2014,        22.2,      1,         1.2,      1,        91.1,    140,         337,      1,         0.3,      1,       892.3,      1,      3000.2,      1
00:00:00 02/03/2014,         6.2,      1,         2.1,      1,        94.6,    140,           2,      1,         0.2,      1,       891.7,      1,      5005.3,      1
00:00:00 03/03/2014,         0.0,      1,         1.7,      1,        91.1,    140,          13,      1,         0.5,      1,       889.4,      1,      4067.9,      1
00:00:00 04/03/2014,         0.0,      1,         3.0,      1,        78.9,    140,          23,      1,         0.4,      1,       889.5,      1,      5242.9,      1
00:00:00 05/03/2014,         0.0,      1,         3.4,      1,        68.6,    140,          46,      1,         0.9,      1,       901.7,      1,      5222.7,      1
00:00:00 06/03/2014,         0.0,      1,         3.3,      1,        65.0,    140,          77,      1,         0.9,      1,       911.1,      1,      8054.4,      1
00:00:00 07/03/2014,         0.0,      1,         4.8,      1,        64.8,    140,          56,      1,         0.9,      1,       912.6,      1,      7904.1,      1
00:00:00 08/03/2014,         0.0,      1,         5.1,      1,        56.8,    140,          64,      1,         1.0,      1,       916.8,      1,      7919.6,      1
00:00:00 09/03/2014,         0.0,      1,         4.8,      1,        56.4,    140,          70,      1,         0.8,      1,       918.4,      1,      8221.5,      1
00:00:00 10/03/2014,         0.0,      1,         4.5,      1,        66.4,    140,           2,      1,         0.9,      1,       912.4,      1,      7641.5,      1
00:00:00 11/03/2014,         0.0,      1,         4.5,      1,        69.5,    140,           4,      1,         0.8,      1,       913.3,      1,      7974.8,      1
00:00:00 12/03/2014,         0.0,      1,         6.0,      1,        59.4,    140,          73,      1,         1.0,      1,       918.6,      1,      8378.5,      1
00:00:00 13/03/2014,         0.0,      1,         6.6,      1,        61.4,    140,          39,      1,         0.8,      1,       917.3,      1,      8210.0,      1
00:00:00 14/03/2014,         0.0,      1,         7.3,      1,        62.7,    140,          73,      1,         0.9,      1,       914.7,      1,      8284.1,      1
00:00:00 15/03/2014,         0.0,      1,         8.2,      1,        58.4,    140,          53,      1,         1.8,      1,       907.3,      1,      7027.5,      1
00:00:00 16/03/2014,         0.0,      1,        10.6,      1,        49.6,    140,          56,      1,         1.8,      1,       905.9,      1,      8442.3,      1
00:00:00 17/03/2014,         0.0,      1,        10.2,      1,        46.8,    140,          84,      1,         1.2,      1,       909.1,      1,      9047.8,      1
00:00:00 18/03/2014,         0.0,      1,         9.2,      1,        54.3,    140,          80,      1,         1.2,      1,       908.2,      1,      8824.8,      1
00:00:00 19/03/2014,         0.0,      1,         8.7,      1,        57.4,    140,          49,      1,         1.3,      1,       910.7,      1,      9021.1,      1
00:00:00 20/03/2014,         0.0,      1,         8.1,      1,        61.0,    140,          45,      1,         1.0,      1,       915.1,      1,      8586.6,      1
00:00:00 21/03/2014,         0.0,      1,         7.8,      1,        70.0,    140,         348,      1,         1.1,      1,       909.9,      1,      8425.2,      1
00:00:00 22/03/2014,         5.0,      1,         6.2,      1,        90.1,    140,         243,      1,         0.8,      1,       903.0,      1,      4436.7,      1
00:00:00 23/03/2014,        32.0,      1,         2.3,      1,        98.0,    140,         255,      1,         0.7,      1,       893.7,      1,      2646.5,      1
00:00:00 24/03/2014,         2.8,      1,         1.0,      1,        80.3,    140,          19,      1,         0.9,      1,       897.6,      1,      9375.9,      1
00:00:00 25/03/2014,         0.0,      1,         0.5,      1,        72.8,    140,          69,      1,         1.0,      1,       899.3,      1,      7826.0,      1
00:00:00 26/03/2014,         0.0,      1,         2.4,      1,        79.7,    140,          56,      1,         0.8,      1,       900.8,      1,      7537.5,      1
00:00:00 27/03/2014,         0.0,      1,         3.4,      1,        73.6,    140,          98,      1,         0.8,      1,       901.5,      1,      6131.3,      1
00:00:00 28/03/2014,         0.0,      1,         5.1,      1,        66.9,    140,          87,      1,         0.9,      1,       906.4,      1,     11067.5,      1
00:00:00 29/03/2014,         0.0,      1,         6.5,      1,        65.0,    140,          65,      1,         0.9,      1,       912.5,      1,     10635.0,      1
00:00:00 30/03/2014,         0.0,      1,         7.7,      1,        62.7,    140,          59,      1,         1.1,      1,       909.5,      1,     10587.9,      1
00:00:00 31/03/2014,         0.0,      1,         9.1,      1,        63.2,    140,          65,      1,         1.0,      1,       905.6,      1,     10367.0,      1
00:00:00 01/04/2014,         0.0,      1,         9.0,      1,        68.6,    140,          19,      1,         1.3,      1,       904.4,      1,      9720.8,      1
00:00:00 02/04/2014,         0.0,      1,         9.1,      1,        73.6,    140,         325,      1,         1.1,      1,       903.8,      1,      9867.3,      1
00:00:00 03/04/2014,         0.0,      1,         7.9,      1,        81.5,    140,         330,      1,         0.7,      1,       902.9,      1,      6611.5,      1
00:00:00 04/04/2014,         0.0,      1,         8.7,      1,        72.0,    140,         335,      1,         0.9,      1,       899.7,      1,      7902.2,      1
00:00:00 05/04/2014,         0.4,      1,         9.5,      1,        74.6,    140,         344,      1,         0.8,      1,       902.5,      1,      5840.5,      1
00:00:00 06/04/2014,         0.2,      1,         9.9,      1,        70.0,    140,          74,      1,         1.2,      1,       908.0,      1,      9166.3,      1
00:00:00 07/04/2014,         0.0,      1,        10.9,      1,        64.7,    140,         100,      1,         1.2,      1,       910.3,      1,     11485.8,      1
00:00:00 08/04/2014,        17.6,      1,         9.5,      1,        81.3,    140,          51,      1,         1.0,      1,       908.5,      1,      6625.8,      1
00:00:00 09/04/2014,         0.0,      1,         7.3,      1,        62.9,    140,          65,      1,         1.6,      1,       909.6,      1,     11363.9,      1
00:00:00 10/04/2014,         0.0,      1,         8.6,      1,        53.9,    140,          53,      1,         1.4,      1,       908.1,      1,      9856.1,      1
00:00:00 11/04/2014,         0.0,      1,        10.0,      1,        66.0,    140,         279,      1,         1.7,      1,       906.3,      1,     12017.3,      1
00:00:00 12/04/2014,         0.6,      1,         9.2,      1,        84.6,    140,         286,      1,         0.9,      1,       906.5,      1,      6039.3,      1
00:00:00 13/04/2014,         0.0,      1,         9.5,      1,        71.5,    140,           4,      1,         0.9,      1,       907.3,      1,      6617.6,      1
00:00:00 14/04/2014,         0.2,      1,         9.9,      1,        55.2,    140,         324,      1,         2.1,      1,       904.1,      1,     12088.8,      1
00:00:00 15/04/2014,         0.0,      1,         6.1,      1,        36.0,    140,          49,      1,         3.0,      1,       906.3,      1,     13942.2,      1
00:00:00 16/04/2014,         0.0,      1,         4.1,      1,        43.1,    140,         348,      1,         1.9,      1,       911.0,      1,     11296.9,      1
00:00:00 17/04/2014,         0.0,      1,         5.8,      1,        43.4,    140,          16,      1,         1.2,      1,       908.4,      1,     12570.2,      1
00:00:00 18/04/2014,         0.0,      1,         6.6,      1,        54.0,    140,         344,      1,         1.2,      1,       900.4,      1,      8206.1,      1
00:00:00 19/04/2014,        11.0,      1,         5.1,      1,        94.2,    140,          94,      1,         0.8,      1,       899.6,      1,      6330.2,      1
00:00:00 20/04/2014,         1.6,      1,         7.7,      1,        82.1,    140,         261,      1,         1.1,      1,       898.0,      1,      8905.2,      1
00:00:00 21/04/2014,         3.6,      1,         6.6,      1,        97.4,    140,         299,      1,         0.7,      1,       899.2,      1,      5503.6,      1
00:00:00 22/04/2014,         0.0,      1,         9.7,      1,        76.0,    140,         105,      1,         1.3,      1,       904.0,      1,     13060.5,      1
00:00:00 23/04/2014,         3.2,      1,         9.0,      1,        81.1,    140,          31,      1,         1.1,      1,       908.4,      1,      8100.4,      1
00:00:00 24/04/2014,         0.0,      1,        10.8,      1,        70.4,    140,          72,      1,         0.9,      1,       906.9,      1,      9866.7,      1
00:00:00 25/04/2014,         0.0,      1,        11.4,      1,        72.5,    140,          25,      1,         1.2,      1,       903.1,      1,     11273.7,      1
00:00:00 26/04/2014,         0.2,      1,        11.3,      1,        75.5,    140,          77,      1,         1.0,      1,       901.9,      1,      8040.4,      1
00:00:00 27/04/2014,        18.4,      1,         7.8,      1,        97.0,    140,          43,      1,         0.7,      1,       898.6,      1,      4374.9,      1
00:00:00 28/04/2014,         4.6,      1,         8.3,      1,        97.7,    140,         302,      1,         0.5,      1,       897.9,      1,      7050.9,      1
00:00:00 29/04/2014,         1.6,      1,         9.6,      1,        86.2,    140,          87,      1,         1.0,      1,       900.4,      1,     11085.9,      1
00:00:00 30/04/2014,        11.6,      1,         7.6,      1,        97.8,    140,         350,      1,         0.8,      1,       901.1,      1,      5632.6,      1
00:00:00 01/05/2014,         0.4,      1,         8.7,      1,        84.0,    140,          71,      1,         1.2,      1,       902.4,      1,      9225.3,      1
00:00:00 02/05/2014,         0.6,      1,         8.3,      1,        89.4,    140,         311,      1,         0.9,      1,       901.0,      1,      8422.1,      1
00:00:00 03/05/2014,         0.0,      1,         9.2,      1,        68.9,    140,          16,      1,         1.4,      1,       901.1,      1,      6168.0,      1
00:00:00 04/05/2014,         0.0,      1,         8.9,      1,        53.5,    140,         333,      1,         1.7,      1,       903.9,      1,     14522.1,      1
00:00:00 05/05/2014,         0.0,      1,         9.4,      1,        63.5,    140,         278,      1,         1.4,      1,       907.3,      1,     14694.4,      1
00:00:00 06/05/2014,         0.0,      1,        11.1,      1,        74.6,    140,         287,      1,         1.5,      1,       908.8,      1,     12322.8,      1
00:00:00 07/05/2014,         2.2,      1,         9.6,      1,        94.9,    140,         313,      1,         0.6,      1,       907.1,      1,      2205.5,      1
00:00:00 08/05/2014,         0.0,      1,        10.7,      1,        73.1,    140,         320,      1,         1.6,      1,       908.9,      1,     14436.6,      1
00:00:00 09/05/2014,         0.0,      1,        13.4,      1,        72.3,    140,         260,      1,         1.6,      1,       907.4,      1,     14109.2,      1
00:00:00 10/05/2014,         0.0,      1,        14.5,      1,        70.2,    140,         290,      1,         1.3,      1,       905.7,      1,     11794.8,      1
00:00:00 11/05/2014,        19.6,      1,        10.1,      1,        82.1,    140,          28,      1,         1.6,      1,       900.4,      1,      5518.3,      1
00:00:00 12/05/2014,         0.0,      1,         8.3,      1,        70.9,    140,          61,      1,         1.5,      1,       903.4,      1,     11829.0,      1
00:00:00 13/05/2014,         0.8,      1,         8.7,      1,        59.4,    140,         354,      1,         1.8,      1,       903.5,      1,     10483.6,      1
00:00:00 14/05/2014,         0.0,      1,         9.5,      1,        38.9,    140,          52,      1,         2.7,      1,       908.8,      1,     14121.4,      1
00:00:00 15/05/2014,         0.0,      1,         8.1,      1,        44.8,    140,          23,      1,         2.3,      1,       911.0,      1,     13228.3,      1
00:00:00 16/05/2014,         0.0,      1,         9.0,      1,        48.3,    140,         271,      1,         2.5,      1,       908.5,      1,      8675.9,      1
00:00:00 17/05/2014,         0.0,      1,         9.8,      1,        56.7,    140,         275,      1,         1.3,      1,       906.7,      1,     10341.9,      1
00:00:00 18/05/2014,         0.0,      1,        11.8,      1,        65.4,    140,         292,      1,         1.4,      1,       905.5,      1,     12020.1,      1
00:00:00 19/05/2014,         0.0,      1,        11.7,      1,        74.3,    140,         296,      1,         0.9,      1,       906.8,      1,      6966.8,      1
00:00:00 20/05/2014,         0.0,      1,        12.8,      1,        71.2,    140,         267,      1,         1.5,      1,       908.9,      1,     12947.2,      1
00:00:00 21/05/2014,         0.0,      1,        14.9,      1,        71.8,    140,         280,      1,         1.4,      1,       909.7,      1,     13488.3,      1
00:00:00 22/05/2014,         0.0,      1,        16.2,      1,        69.9,    140,         274,      1,         1.1,      1,       907.8,      1,     12373.6,      1
00:00:00 23/05/2014,         1.4,      1,        13.9,      1,        82.7,    140,         233,      1,         0.9,      1,       905.0,      1,      5998.1,      1
00:00:00 24/05/2014,         0.0,      1,        13.8,      1,        66.8,    140,         283,      1,         1.3,      1,       906.5,      1,     15304.8,      1
00:00:00 25/05/2014,         0.0,      1,        14.3,      1,        63.0,    140,         294,      1,         1.1,      1,       908.8,      1,     11817.8,      1
00:00:00 26/05/2014,         8.8,      1,        10.9,      1,        89.3,    140,         252,      1,         0.5,      1,       906.7,      1,      6203.9,      1
00:00:00 27/05/2014,         1.8,      1,        10.2,      1,        89.3,    140,          26,      1,         0.7,      1,       902.9,      1,      6917.1,      1
00:00:00 28/05/2014,         0.2,      1,        12.3,      1,        76.4,    140,         262,      1,         1.2,      1,       901.6,      1,     15096.2,      1
00:00:00 29/05/2014,         0.0,      1,        13.0,      1,        70.2,    140,         313,      1,         1.1,      1,       902.5,      1,      9161.6,      1
00:00:00 30/05/2014,         0.0,      1,        13.1,      1,        58.2,    140,          39,      1,         1.2,      1,       904.5,      1,      7777.3,      1
00:00:00 31/05/2014,         0.0,      1,        11.0,      1,        61.1,    140,         310,      1,         1.6,      1,       907.0,      1,     12135.4,      1
00:00:00 01/06/2014,         1.2,      1,        11.9,      1,        59.5,    140,         314,      1,         1.6,      1,       908.1,      1,     11614.6,      1
