"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 11/11/2013,         0.0,      1,        11.9,      1,        20.2,      1,         352,      1,         5.6,      1,       978.9,      1,      3101.2,      1
00:00:00 12/11/2013,         0.0,      1,         9.2,      1,        46.2,      1,         351,      1,         1.6,      1,       985.1,      1,      6859.8,      1
00:00:00 13/11/2013,         0.0,      1,         9.9,      1,        66.1,      1,          22,      1,         1.3,      1,       984.1,      1,      3908.1,      1
00:00:00 14/11/2013,        12.6,      1,         8.1,      1,        79.0,      1,         355,      1,         1.0,      1,       980.1,      1,      2503.4,      1
00:00:00 15/11/2013,         9.2,      1,         6.5,      1,        86.7,      1,         336,      1,         1.4,      1,       982.2,      1,       960.5,      1
00:00:00 16/11/2013,         0.0,      1,         7.8,      1,        76.5,      1,         344,      1,         1.5,      1,       987.9,      1,      7068.9,      1
00:00:00 17/11/2013,         0.0,      1,         8.4,      1,        72.2,      1,         332,      1,         1.0,      1,       986.2,      1,      2710.7,      1
00:00:00 18/11/2013,         0.0,      1,         7.9,      1,        71.8,      1,         341,      1,         0.9,      1,       980.9,      1,      2040.9,      1
00:00:00 19/11/2013,         9.0,      1,         7.4,      1,        85.8,      1,         328,      1,         1.8,      1,       969.4,      1,      1063.9,      1
00:00:00 20/11/2013,         8.0,      1,         8.2,      1,        85.2,      1,         330,      1,         1.0,      1,       964.9,      1,      4062.9,      1
00:00:00 21/11/2013,        20.6,      1,         5.3,      1,        84.1,      1,          38,      1,         2.0,      1,       961.9,      1,      1515.6,      1
00:00:00 22/11/2013,         4.2,      1,         3.4,      1,        84.8,      1,         346,      1,         1.3,      1,       964.7,      1,      4550.0,      1
00:00:00 23/11/2013,         0.0,      1,         5.2,      1,        74.8,      1,          40,      1,         3.7,      1,       965.2,      1,       943.2,      1
00:00:00 24/11/2013,         0.0,      1,         8.4,      1,        62.5,      1,           1,      1,         1.7,      1,       970.5,      1,      2132.2,      1
00:00:00 25/11/2013,         0.0,      1,         6.5,      1,        20.9,      1,         354,      1,         4.2,      1,       979.8,      1,      6565.4,      1
00:00:00 26/11/2013,         0.0,      1,         4.0,      1,        17.0,      1,          28,      1,         3.4,      1,       985.0,      1,      6427.9,      1
00:00:00 27/11/2013,         0.0,      1,         2.1,      1,        26.7,      1,         337,      1,         2.1,      1,       989.5,      1,      5031.6,      1
00:00:00 28/11/2013,         0.0,      1,         1.0,      1,        48.1,      1,           8,      1,         0.8,      1,       991.5,      1,      5955.6,      1
00:00:00 29/11/2013,         0.0,      1,         1.7,      1,        54.3,      1,          38,      1,         1.2,      1,       986.2,      1,      5934.6,      1
00:00:00 30/11/2013,         0.0,      1,         2.3,      1,        63.5,      1,         343,      1,         1.5,      1,       980.2,      1,      2637.2,      1
00:00:00 01/12/2013,         0.0,      1,         3.0,      1,        48.0,      1,           7,      1,         2.0,      1,       985.2,      1,      5883.2,      1
00:00:00 02/12/2013,         0.0,      1,         3.9,      1,        38.1,      1,          17,      1,         1.7,      1,       989.2,      1,      5782.9,      1
00:00:00 03/12/2013,         0.0,      1,         3.4,      1,        47.8,      1,          11,      1,         1.4,      1,       992.1,      1,      5291.1,      1
00:00:00 04/12/2013,         0.0,      1,         3.6,      1,        47.7,      1,           1,      1,         1.8,      1,       988.0,      1,      5588.0,      1
00:00:00 05/12/2013,         0.0,      1,         4.9,      1,        48.8,      1,          16,      1,         1.4,      1,       983.9,      1,      4944.3,      1
00:00:00 06/12/2013,         0.0,      1,         4.6,      1,        52.1,      1,          74,      1,         1.3,      1,       975.4,      1,      4935.1,      1
00:00:00 07/12/2013,         0.0,      1,         6.0,      1,        28.2,      1,          14,      1,         1.6,      1,       984.7,      1,      4606.6,      1
00:00:00 08/12/2013,         0.0,      1,         2.7,      1,        47.7,      1,          36,      1,         1.6,      1,       990.7,      1,      5084.0,      1
00:00:00 09/12/2013,         0.0,      1,         1.4,      1,        56.0,      1,         342,      1,         1.2,      1,       992.6,      1,      2870.7,      1
00:00:00 10/12/2013,         0.0,      1,         4.9,      1,        51.6,      1,           1,      1,         1.1,      1,       996.2,      1,      4991.3,      1
00:00:00 11/12/2013,         0.0,      1,         4.1,      1,        65.1,      1,           8,      1,         0.9,      1,       997.7,      1,      4910.3,      1
00:00:00 12/12/2013,         0.0,      1,         3.5,      1,        65.4,      1,           7,      1,         1.1,      1,       994.4,      1,      4628.2,      1
00:00:00 13/12/2013,         0.0,      1,         3.8,      1,        59.9,      1,         356,      1,         1.6,      1,       989.3,      1,      5025.1,      1
00:00:00 14/12/2013,         0.0,      1,         3.8,      1,        57.4,      1,         356,      1,         1.4,      1,       989.5,      1,      4976.0,      1
00:00:00 15/12/2013,         0.0,      1,         5.9,      1,        51.5,      1,         356,      1,         1.6,      1,       995.7,      1,      4967.2,      1
00:00:00 16/12/2013,         0.0,      1,         3.8,      1,        53.8,      1,           3,      1,         1.5,      1,       998.3,      1,      5024.1,      1
00:00:00 17/12/2013,         0.0,      1,         3.6,      1,        56.5,      1,          10,      1,         1.4,      1,       996.0,      1,      5035.7,      1
00:00:00 18/12/2013,         0.0,      1,         2.7,      1,        54.2,      1,           1,      1,         1.2,      1,       989.8,      1,      4493.6,      1
00:00:00 19/12/2013,         0.8,      1,         0.1,      1,        69.5,      1,         319,      1,         1.0,      1,       985.6,      1,       433.6,      1
00:00:00 20/12/2013,         2.2,      1,         2.0,      1,        86.4,      1,         323,      1,         1.4,      1,       990.8,      1,       936.2,      1
00:00:00 21/12/2013,         0.0,      1,         4.5,      1,        82.2,      1,         333,      1,         0.6,      1,       997.5,      1,       971.4,      1
00:00:00 22/12/2013,         0.0,      1,         5.3,      1,        86.0,      1,         318,      1,         0.6,      1,       993.6,      1,      1157.7,      1
00:00:00 23/12/2013,         0.0,      1,         6.1,      1,        85.9,      1,         338,      1,         0.6,      1,       988.8,      1,      1675.9,      1
00:00:00 24/12/2013,         1.6,      1,         7.0,      1,        90.0,      1,         107,      1,         1.0,      1,       981.9,      1,       832.6,      1
00:00:00 25/12/2013,        24.0,      1,         8.3,      1,        87.2,      1,          94,      1,         1.4,      1,       969.1,      1,       430.5,      1
00:00:00 26/12/2013,        63.6,      1,         3.6,      1,        92.4,      1,         324,      1,         1.7,      1,       959.9,      1,       309.9,      1
00:00:00 27/12/2013,         0.0,      1,         6.0,      1,        70.3,      1,         359,      1,         1.8,      1,       973.3,      1,      3851.6,      1
00:00:00 28/12/2013,         0.4,      1,         3.1,      1,        82.1,      1,         352,      1,         0.9,      1,       978.5,      1,      2375.5,      1
00:00:00 29/12/2013,         9.2,      1,         4.3,      1,        90.6,      1,         348,      1,         1.1,      1,       980.8,      1,       863.1,      1
00:00:00 30/12/2013,         0.0,      1,         3.6,      1,        64.8,      1,           1,      1,         1.5,      1,       989.2,      1,      4208.2,      1
00:00:00 31/12/2013,         0.0,      1,         1.2,      1,        63.2,      1,         358,      1,         1.6,      1,       986.7,      1,      5211.1,      1
00:00:00 01/01/2014,         0.0,      1,         0.2,      1,        63.0,      1,         360,      1,         1.2,      1,       983.8,      1,      5203.4,      1
00:00:00 02/01/2014,         2.2,      1,        -0.1,      1,        80.6,      1,         327,      1,         1.0,      1,       981.2,      1,      1143.6,      1
00:00:00 03/01/2014,         0.0,      1,         2.7,      1,        76.4,      1,         341,      1,         1.3,      1,       983.8,      1,      2724.3,      1
00:00:00 04/01/2014,        35.6,      1,         1.9,      1,        87.2,      1,         327,      1,         1.6,      1,       979.3,      1,       431.6,      1
00:00:00 05/01/2014,        24.8,      1,         3.2,      1,        90.1,      1,         344,      1,         1.6,      1,       972.3,      1,       446.6,      1
00:00:00 06/01/2014,         0.0,      1,         4.5,      1,        78.1,      1,         359,      1,         1.5,      1,       984.0,      1,      5258.1,      1
00:00:00 07/01/2014,         0.0,      1,         4.3,      1,        78.7,      1,           3,      1,         1.1,      1,       987.9,      1,      4380.4,      1
00:00:00 08/01/2014,         0.0,      1,         3.9,      1,        79.6,      1,         355,      1,         1.2,      1,       989.7,      1,      4821.2,      1
00:00:00 09/01/2014,         0.0,      1,         4.4,      1,        79.2,      1,         346,      1,         0.9,      1,       985.0,      1,      4965.3,      1
00:00:00 10/01/2014,         0.0,      1,         5.9,      1,        78.0,      1,         326,      1,         0.9,      1,       981.8,      1,      5387.5,      1
00:00:00 11/01/2014,         0.0,      1,         6.1,      1,        78.3,      1,         328,      1,         0.9,      1,       984.9,      1,      1782.6,      1
00:00:00 12/01/2014,         0.0,      1,         5.7,      1,        70.5,      1,          10,      1,         1.5,      1,       985.7,      1,      5815.7,      1
00:00:00 13/01/2014,         0.2,      1,         3.1,      1,        65.1,      1,          10,      1,         1.2,      1,       982.1,      1,      4815.5,      1
00:00:00 14/01/2014,        23.8,      1,         0.4,      1,        90.9,    140,         336,      1,         0.8,      1,       971.8,      1,       647.4,      1
00:00:00 15/01/2014,         2.8,      1,         2.7,      1,        82.9,      1,         347,      1,         1.3,      1,       975.1,      1,      6374.8,      1
00:00:00 16/01/2014,         2.2,      1,         2.2,      1,        83.7,    140,         324,      1,         0.8,      1,       978.1,      1,      4747.4,      1
00:00:00 17/01/2014,        33.0,      1,         1.1,      1,        93.2,    140,         312,      1,         1.2,      1,       974.4,      1,       713.0,      1
00:00:00 18/01/2014,        13.6,      1,         2.6,      1,        97.5,    140,         317,      1,         1.2,      1,       973.3,      1,      1273.9,      1
00:00:00 19/01/2014,        17.4,      1,         3.6,      1,        42.8,    140,         320,      1,         1.6,      1,       968.6,      1,      1872.1,      1
00:00:00 20/01/2014,         1.8,      1,         5.3,      1,         1.0,    140,         325,      1,         1.4,      1,       965.0,      1,      2946.4,      1
00:00:00 21/01/2014,         0.0,      1,         7.4,      1,        48.1,    140,         347,      1,         1.8,      1,       968.1,      1,      5947.5,      1
00:00:00 22/01/2014,         0.0,      1,         5.4,      1,        66.5,      1,           2,      1,         1.3,      1,       974.7,      1,      5863.6,      1
00:00:00 23/01/2014,         0.6,      1,         4.8,      1,        70.5,      1,         328,      1,         1.1,      1,       978.3,      1,      2350.4,      1
00:00:00 24/01/2014,         0.2,      1,         5.7,      1,        54.9,      1,          14,      1,         2.7,      1,       971.9,      1,      3294.2,      1
00:00:00 25/01/2014,         0.0,      1,         6.2,      1,        29.8,      1,         326,      1,         3.2,      1,       973.8,      1,      7351.0,      1
00:00:00 26/01/2014,         0.0,      1,         4.3,      1,        45.5,      1,          23,      1,         2.3,      1,       971.6,      1,      7268.5,      1
00:00:00 27/01/2014,         0.8,      1,         3.2,      1,        62.5,      1,         340,      1,         2.0,      1,       965.0,      1,      4527.8,      1
00:00:00 28/01/2014,         1.4,      1,         2.9,      1,        77.4,      1,          38,      1,         1.1,      1,       963.1,      1,      4855.1,      1
00:00:00 29/01/2014,         0.0,      1,         1.8,      1,        64.2,      1,         353,      1,         1.2,      1,       968.0,      1,      6306.1,      1
00:00:00 30/01/2014,         9.2,      1,         0.3,      1,        91.6,      1,         328,    140,         1.4,    140,       973.4,      1,       655.4,      1
00:00:00 31/01/2014,        42.6,      1,         0.8,      1,        94.8,      1,         333,    140,         1.1,    140,       975.6,      1,      1383.2,      1
00:00:00 01/02/2014,        18.6,      1,         2.9,      1,        94.4,      1,         322,      1,         1.6,      1,       974.3,      1,      2555.7,      1
00:00:00 02/02/2014,        23.0,      1,         4.0,      1,        94.6,      1,         340,      1,         1.3,      1,       973.2,      1,      1919.1,      1
00:00:00 03/02/2014,        10.2,      1,         4.9,      1,        94.0,      1,         342,      1,         1.3,      1,       977.3,      1,      2567.8,      1
00:00:00 04/02/2014,        12.6,      1,         3.9,      1,        94.5,      1,         320,      1,         0.9,      1,       978.3,      1,      1039.3,      1
00:00:00 05/02/2014,         3.2,      1,         5.4,      1,        88.7,      1,          69,      1,         1.0,      1,       974.3,      1,      3604.7,      1
00:00:00 06/02/2014,         1.2,      1,         6.4,      1,        78.9,      1,          31,      1,         2.0,      1,       975.9,      1,      8158.2,      1
00:00:00 07/02/2014,        18.6,      1,         3.9,      1,        87.7,      1,         356,      1,         2.0,      1,       975.3,      1,      1639.6,      1
00:00:00 08/02/2014,         7.0,      1,         4.2,      1,        88.9,      1,         321,      1,         1.1,      1,       971.0,      1,      5504.7,      1
00:00:00 09/02/2014,        10.2,      1,         4.3,      1,        88.9,      1,         327,      1,         1.1,      1,       966.0,      1,      3907.2,      1
00:00:00 10/02/2014,        25.0,      1,         1.3,      1,        90.6,      1,         332,      1,         1.6,      1,       969.2,      1,       832.1,      1
00:00:00 11/02/2014,         9.0,      1,         3.4,      1,        89.0,      1,         338,      1,         1.5,      1,       969.2,      1,      6905.1,      1
00:00:00 12/02/2014,         0.0,      1,         6.0,      1,        60.3,      1,           7,      1,         1.7,      1,       971.5,      1,      8969.5,      1
00:00:00 13/02/2014,        12.0,      1,         3.0,      1,        68.7,      1,         345,      1,         1.3,      1,       972.5,      1,      5584.3,      1
00:00:00 14/02/2014,         0.2,      1,         4.6,      1,        71.9,      1,         349,      1,         1.3,      1,       975.0,      1,      9883.6,      1
00:00:00 15/02/2014,         0.0,      1,         3.8,      1,        70.6,      1,          13,      1,         1.0,      1,       979.0,      1,      3209.0,      1
00:00:00 16/02/2014,        13.2,      1,         4.8,      1,        90.5,      1,          16,      1,         1.1,      1,       976.8,      1,      1756.3,      1
00:00:00 17/02/2014,        21.4,      1,         5.5,      1,        88.5,      1,         346,      1,         1.4,      1,       977.4,      1,      2767.1,      1
00:00:00 18/02/2014,         0.0,      1,         7.4,      1,        74.2,      1,          17,      1,         1.8,      1,       983.6,      1,      8918.4,      1
00:00:00 19/02/2014,        13.4,      1,         6.0,      1,        91.2,      1,         328,      1,         1.4,      1,       977.4,      1,      1237.3,      1
00:00:00 20/02/2014,         2.4,      1,         8.2,      1,        74.9,      1,         339,      1,         1.6,      1,       977.0,      1,      4378.4,      1
00:00:00 21/02/2014,         3.0,      1,         7.9,      1,        67.5,      1,         333,      1,         1.4,      1,       974.8,      1,      6711.8,      1
00:00:00 22/02/2014,         8.4,      1,         7.3,      1,        57.5,      1,         326,      1,         2.4,      1,       976.8,      1,      4147.2,      1
00:00:00 23/02/2014,         0.0,      1,         6.0,      1,        51.1,      1,           2,      1,         1.7,      1,       984.8,      1,      9303.7,      1
00:00:00 24/02/2014,         0.0,      1,         6.0,      1,        54.2,      1,         355,      1,         1.5,      1,       984.9,      1,      9348.4,      1
00:00:00 25/02/2014,         0.0,      1,         6.1,      1,        55.6,      1,           6,      1,         1.7,      1,       981.9,      1,      8241.0,      1
00:00:00 26/02/2014,         4.6,      1,         6.5,      1,        71.2,      1,         331,      1,         1.1,      1,       982.4,      1,      3781.1,      1
00:00:00 27/02/2014,         0.2,      1,         6.5,      1,        77.1,      1,          62,      1,         2.4,      1,       981.7,      1,      6192.7,      1
00:00:00 28/02/2014,         0.0,      1,         7.2,      1,        63.6,      1,          86,      1,         3.1,      1,       972.5,      1,      5795.9,      1
00:00:00 01/03/2014,        16.0,      1,         5.4,      1,        74.0,      1,          29,      1,         3.0,      1,       964.3,      1,      2262.5,      1
00:00:00 02/03/2014,         2.4,      1,         5.1,      1,        81.5,      1,          60,      1,         4.3,      1,       963.5,      1,      5571.2,      1
00:00:00 03/03/2014,         0.0,      1,         5.7,      1,        75.8,      1,          62,      1,         4.8,      1,       960.7,      1,      4744.4,      1
00:00:00 04/03/2014,         0.0,      1,         8.0,      1,        63.1,      1,          29,      1,         1.9,      1,       960.5,      1,      6756.0,      1
00:00:00 05/03/2014,         0.0,      1,        10.0,      1,        44.8,      1,          36,      1,         3.0,      1,       973.1,      1,      9826.0,      1
00:00:00 06/03/2014,         0.0,      1,        11.2,      1,        32.3,      1,         346,      1,         2.9,      1,       982.8,      1,     12335.0,      1
00:00:00 07/03/2014,         0.0,      1,         9.9,      1,        44.9,      1,         359,      1,         1.8,      1,       985.6,      1,     12479.3,      1
00:00:00 08/03/2014,         0.0,      1,        10.7,      1,        47.3,      1,         346,      1,         2.2,      1,       989.4,      1,     12557.4,      1
00:00:00 09/03/2014,         0.0,      1,         9.8,      1,        44.2,      1,           1,      1,         1.5,      1,       991.7,      1,     12909.7,      1
00:00:00 10/03/2014,         0.0,      1,         9.3,      1,        48.5,      1,           9,      1,         1.9,      1,       985.5,      1,     10904.0,      1
00:00:00 11/03/2014,         0.0,      1,         9.5,      1,        48.6,      1,          28,      1,         1.6,      1,       986.5,      1,     11896.2,      1
00:00:00 12/03/2014,         0.0,      1,        10.5,      1,        44.1,      1,          12,      1,         1.6,      1,       991.9,      1,     13382.2,      1
00:00:00 13/03/2014,         0.0,      1,        11.3,      1,        39.8,      1,         360,      1,         1.6,      1,       990.4,      1,     13279.5,      1
00:00:00 14/03/2014,         0.0,      1,        12.0,      1,        43.1,      1,         360,      1,         1.6,      1,       987.4,      1,     13409.3,      1
00:00:00 15/03/2014,         0.0,      1,        11.7,      1,        47.2,      1,          11,      1,         1.2,      1,       979.1,      1,     10982.4,      1
00:00:00 16/03/2014,         0.0,      1,        14.6,      1,        40.1,      1,         130,      1,         1.6,      1,       977.3,      1,     14183.9,      1
00:00:00 17/03/2014,         0.0,      1,        15.4,      1,        38.8,      1,         330,      1,         1.8,      1,       980.1,      1,     14656.7,      1
00:00:00 18/03/2014,         0.0,      1,        12.9,      1,        49.8,      1,           3,      1,         1.6,      1,       980.5,      1,     13350.2,      1
00:00:00 19/03/2014,         0.0,      1,        14.9,      1,        47.7,      1,         330,      1,         1.8,      1,       982.1,      1,     14421.0,      1
00:00:00 20/03/2014,         0.0,      1,        13.5,      1,        42.8,      1,         354,      1,         2.1,      1,       987.6,      1,     13945.7,      1
00:00:00 21/03/2014,         0.0,      1,        13.3,      1,        52.0,      1,          19,      1,         2.1,      1,       982.2,      1,     12999.8,      1
00:00:00 22/03/2014,        17.2,      1,        10.9,      1,        80.8,      1,          90,      1,         2.2,      1,       975.2,      1,      4230.9,      1
00:00:00 23/03/2014,        38.4,      1,         6.7,      1,        88.2,      1,         312,      1,         2.0,      1,       965.4,      1,      2286.7,      1
00:00:00 24/03/2014,         0.0,      1,         8.4,      1,        42.8,      1,           1,      1,         3.0,      1,       969.2,      1,     12921.3,      1
00:00:00 25/03/2014,         0.0,      1,         6.3,      1,        47.7,      1,         346,      1,         2.0,      1,       971.7,      1,     11783.7,      1
00:00:00 26/03/2014,         0.0,      1,         8.5,      1,        51.4,      1,         302,      1,         2.0,      1,       973.1,      1,     11922.6,      1
00:00:00 27/03/2014,         0.0,      1,        10.1,      1,        43.1,      1,         353,      1,         1.7,      1,       973.0,      1,     11501.3,      1
00:00:00 28/03/2014,         0.0,      1,        11.5,      1,        41.1,      1,         349,      1,         2.0,      1,       978.2,      1,     16838.8,      1
00:00:00 29/03/2014,         0.0,      1,        12.3,      1,        42.4,      1,         349,      1,         1.6,      1,       985.0,      1,     17204.8,      1
00:00:00 30/03/2014,         0.0,      1,        13.2,      1,        44.6,      1,         352,      1,         1.6,      1,       981.6,      1,     16925.7,      1
00:00:00 31/03/2014,         0.0,      1,        14.1,      1,        46.3,      1,           2,      1,         1.7,      1,       977.3,      1,     16522.4,      1
00:00:00 01/04/2014,         0.0,      1,        14.4,      1,        48.4,      1,           1,      1,         1.6,      1,       976.2,      1,     15741.0,      1
00:00:00 02/04/2014,         0.0,      1,        14.3,      1,        56.5,      1,          13,      1,         1.5,      1,       975.6,      1,     14162.3,      1
00:00:00 03/04/2014,         0.0,      1,        13.1,      1,        64.5,      1,          92,      1,         1.4,      1,       974.5,      1,      6777.4,      1
00:00:00 04/04/2014,         0.0,      1,        13.9,      1,        54.6,      1,          59,      1,         2.0,      1,       971.0,      1,     10390.5,      1
00:00:00 05/04/2014,         0.0,      1,        14.1,      1,        60.6,      1,         357,      1,         1.3,      1,       973.8,      1,      7223.1,      1
00:00:00 06/04/2014,         0.0,      1,        15.8,      1,        52.7,      1,         349,      1,         2.0,      1,       979.3,      1,     16894.1,      1
00:00:00 07/04/2014,         0.0,      1,        16.6,      1,        48.2,      1,           3,      1,         1.9,      1,       982.1,      1,     17679.2,      1
00:00:00 08/04/2014,         0.0,      1,        15.4,      1,        61.2,      1,         345,      1,         1.9,      1,       979.7,      1,     10713.0,      1
00:00:00 09/04/2014,         0.0,      1,        14.8,      1,        39.4,      1,         337,      1,         2.4,      1,       980.9,      1,     19799.5,      1
00:00:00 10/04/2014,         0.0,      1,        13.7,      1,        35.6,      1,           4,      1,         1.7,      1,       980.1,      1,     19756.4,      1
00:00:00 11/04/2014,         0.0,      1,        14.5,      1,        49.5,      1,          48,      1,         2.4,      1,       978.6,      1,     17941.4,      1
00:00:00 12/04/2014,         0.0,      1,        14.2,      1,        58.4,      1,          71,      1,         2.9,      1,       978.8,      1,     12132.3,      1
00:00:00 13/04/2014,         0.0,      1,        13.7,      1,        63.6,      1,          70,      1,         2.6,      1,       979.6,      1,     12960.0,      1
00:00:00 14/04/2014,         0.0,      1,        15.1,      1,        48.3,      1,         349,      1,         1.9,      1,       975.7,      1,     18561.8,      1
00:00:00 15/04/2014,         0.0,      1,        13.2,      1,        18.4,      1,         354,      1,         3.4,      1,       978.1,      1,     20069.2,      1
00:00:00 16/04/2014,         0.0,      1,        11.5,      1,        17.5,      1,         325,      1,         4.5,      1,       983.5,      1,     21445.5,      1
00:00:00 17/04/2014,         0.0,      1,        11.9,      1,        24.8,      1,         325,      1,         2.7,      1,       980.5,      1,     21633.4,      1
00:00:00 18/04/2014,         0.2,      1,        11.5,      1,        39.2,      1,           4,      1,         1.4,      1,       972.0,      1,     12571.5,      1
00:00:00 19/04/2014,         4.4,      1,         9.3,      1,        80.4,      1,         317,      1,         1.6,      1,       970.9,      1,      6911.1,      1
00:00:00 20/04/2014,         1.6,      1,        12.5,      1,        66.2,      1,          46,      1,         2.5,      1,       969.5,      1,     12223.0,      1
00:00:00 21/04/2014,         6.8,      1,        10.3,      1,        92.5,      1,         320,      1,         0.9,      1,       970.9,      1,      3416.6,      1
00:00:00 22/04/2014,         0.0,      1,        14.0,      1,        68.8,      1,         339,      1,         1.7,      1,       975.8,      1,     20550.1,      1
00:00:00 23/04/2014,         0.0,      1,        14.7,      1,        60.7,      1,          50,      1,         2.5,      1,       979.9,      1,     15534.5,      1
00:00:00 24/04/2014,         0.0,      1,        17.2,      1,        48.8,      1,          18,      1,         2.6,      1,       977.7,      1,     22628.5,      1
00:00:00 25/04/2014,         0.0,      1,        17.5,      1,        48.3,      1,          12,      1,         2.1,      1,       973.5,      1,     19260.0,      1
00:00:00 26/04/2014,         7.2,      1,        16.9,      1,        57.8,      1,          68,      1,         2.1,      1,       972.4,      1,     16728.5,      1
00:00:00 27/04/2014,        28.4,      1,        12.0,      1,        89.6,      1,         334,      1,         1.6,      1,       969.5,      1,      3268.3,      1
00:00:00 28/04/2014,         5.8,      1,        11.7,      1,        90.8,      1,         330,      1,         1.2,      1,       969.1,      1,      3448.8,      1
00:00:00 29/04/2014,         0.0,      1,        14.9,      1,        69.7,      1,          41,      1,         2.4,      1,       971.4,      1,     19200.1,      1
00:00:00 30/04/2014,        25.0,      1,        11.1,      1,        89.0,      1,         334,      1,         1.5,      1,       972.6,      1,      2678.3,      1
00:00:00 01/05/2014,         0.0,      1,        13.3,      1,        69.6,      1,          70,      1,         3.2,      1,       973.6,      1,     17865.9,      1
00:00:00 02/05/2014,         1.6,      1,        12.0,      1,        82.5,      1,          12,      1,         1.3,      1,       972.5,      1,      5776.1,      1
00:00:00 03/05/2014,         0.0,      1,        15.3,      1,        51.6,      1,          15,      1,         2.6,      1,       971.6,      1,     13308.0,      1
00:00:00 04/05/2014,         0.0,      1,        16.7,      1,        21.9,      1,         320,      1,         3.3,      1,       974.8,      1,     24401.1,      1
00:00:00 05/05/2014,         0.0,      1,        14.2,      1,        41.7,      1,         347,      1,         1.9,      1,       979.5,      1,     23301.6,      1
00:00:00 06/05/2014,         0.0,      1,        15.6,      1,        56.6,      1,         359,      1,         1.8,      1,       981.0,      1,     17891.9,      1
00:00:00 07/05/2014,         1.6,      1,        14.7,      1,        67.7,      1,         357,      1,         1.5,      1,       978.8,      1,      5529.7,      1
00:00:00 08/05/2014,         0.0,      1,        15.3,      1,        61.3,      1,          13,      1,         2.1,      1,       980.8,      1,     21502.2,      1
00:00:00 09/05/2014,         0.0,      1,        18.1,      1,        56.0,      1,         344,      1,         1.9,      1,       978.9,      1,     21758.4,      1
00:00:00 10/05/2014,         0.0,      1,        19.0,      1,        56.7,      1,           9,      1,         2.2,      1,       976.6,      1,     18729.8,      1
00:00:00 11/05/2014,         4.2,      1,        15.9,      1,        67.7,      1,          90,      1,         3.1,      1,       970.9,      1,     12749.0,      1
00:00:00 12/05/2014,         0.2,      1,        14.0,      1,        53.0,      1,         129,      1,         2.1,      1,       974.9,      1,     20360.0,      1
00:00:00 13/05/2014,         0.2,      1,        13.6,      1,        49.1,      1,         318,      1,         2.1,      1,       975.4,      1,     19423.0,      1
00:00:00 14/05/2014,         0.0,      1,        15.2,      1,        25.2,      1,         337,      1,         3.2,      1,       980.3,      1,     22641.4,      1
00:00:00 15/05/2014,         0.0,      1,        15.3,      1,        20.8,      1,           7,      1,         3.9,      1,       982.5,      1,     23767.0,      1
00:00:00 16/05/2014,         0.0,      1,        16.1,      1,        22.1,      1,          65,      1,         4.3,      1,       979.5,      1,     10583.4,      1
00:00:00 17/05/2014,         0.0,      1,        16.2,      1,        33.0,      1,         350,      1,         2.3,      1,       977.8,      1,     21453.5,      1
00:00:00 18/05/2014,         0.0,      1,        16.5,      1,        47.0,      1,          71,      1,         2.1,      1,       977.4,      1,     17618.7,      1
00:00:00 19/05/2014,         0.0,      1,        17.2,      1,        50.1,      1,         119,      1,         2.7,      1,       978.6,      1,     14831.6,      1
00:00:00 20/05/2014,         0.0,      1,        18.0,      1,        51.6,      1,          51,      1,         2.8,      1,       980.7,      1,     18789.1,      1
00:00:00 21/05/2014,         0.0,      1,        19.6,      1,        54.9,      1,          69,      1,         2.6,      1,       981.1,      1,     18062.9,      1
00:00:00 22/05/2014,         0.0,      1,        21.2,      1,        52.0,      1,          19,      1,         2.7,      1,       978.8,      1,     20896.1,      1
00:00:00 23/05/2014,         8.4,      1,        18.7,      1,        68.2,      1,         275,      1,         2.1,      1,       975.8,      1,     10171.7,      1
00:00:00 24/05/2014,         0.0,      1,        19.0,      1,        50.1,      1,          73,      1,         2.2,      1,       977.6,      1,     25568.0,      1
00:00:00 25/05/2014,         0.0,      1,        19.3,      1,        44.3,      1,          72,      1,         2.2,      1,       979.8,      1,     23469.0,      1
00:00:00 26/05/2014,         9.8,      1,        15.2,      1,        76.3,      1,         350,      1,         1.6,      1,       977.9,      1,      8614.7,      1
00:00:00 27/05/2014,         5.0,      1,        14.6,      1,        81.8,      1,         303,      1,         1.2,      1,       974.2,      1,     11802.7,      1
00:00:00 28/05/2014,         0.0,      1,        16.8,      1,        63.8,      1,         339,      1,         2.1,      1,       972.9,      1,     22814.8,      1
00:00:00 29/05/2014,         3.2,      1,        17.8,      1,        61.4,      1,          57,      1,         2.9,      1,       973.6,      1,     25128.5,      1
00:00:00 30/05/2014,         0.0,      1,        18.2,      1,        55.0,      1,         346,      1,         1.9,      1,       975.2,      1,     15409.1,      1
00:00:00 31/05/2014,         0.0,      1,        17.0,      1,        48.6,      1,         233,      1,         2.9,      1,       978.7,      1,     25971.8,      1
00:00:00 01/06/2014,         0.0,      1,        17.0,      1,        48.8,      1,          86,      1,         2.8,      1,       979.6,      1,     20398.3,      1
00:00:00 02/06/2014,         3.8,      1,        17.5,      1,        52.5,      1,         218,      1,         1.7,      1,       979.3,      1,     17954.1,      1
